,Name,CITY,COUNTY,Longitude,Latitude,FACILITY_TYPE,fs_Longitude,fs_Latitude,fb_Longitude,fb_Latitude,ng_Longitude,ng_Latitude
1116,,NORTH MIAMI BEACH,MIAMI-DADE,,,FIRE STATION,-80.15543691,25.94696027,,,,
1117,,MIAMI-DADE,MIAMI-DADE,,,FIRE STATION,-80.33518077,25.71265562,,,,
1118,,MIAMI-DADE,MIAMI-DADE,,,FIRE STATION,-80.16951731,25.96495285,,,,
1119,,BAY HARBOR ISLANDS,MIAMI-DADE,,,FIRE STATION,-80.13237507,25.88583569,,,,
1120,,MIAMI LAKES,MIAMI-DADE,,,FIRE STATION,-80.32751495,25.91257558,,,,
1121,,DORAL NORTH,MIAMI-DADE,,,FIRE STATION,-80.37794343,25.84107194,,,,
1122,,MIAMI SPRINGS,MIAMI-DADE,,,FIRE STATION,-80.28463456,25.82135019,,,,
1123,,NORTH BAY VILLAGE,MIAMI-DADE,,,FIRE STATION,-80.16712807,25.84961475,,,,
1124,,ISLAMORADA,MONROE,,,FIRE STATION,-80.73112954,24.85714057,,,,
1125,,ISLAMORADA,MONROE,,,FIRE STATION,,,,,,
1126,,ISLAMORADA,MONROE,,,FIRE STATION,-80.55872867,24.96921380,,,,
1127,,ISLAMORADA,MONROE,,,FIRE STATION,-80.63626191,24.91770924,,,,
1128,,MARATHON,MONROE,,,FIRE STATION,,,,,,
1129,,MARATHON,MONROE,,,FIRE STATION,-80.88994541,24.78947455,,,,
1130,,MARATHON,MONROE,,,FIRE STATION,-81.05198362,24.72471175,,,,
1131,,MARATHON,MONROE,,,FIRE STATION,-80.97498784,24.75266154,,,,
1132,,MARATHON,MONROE,,,FIRE STATION,-81.06894504,24.71678924,,,,
1133,,KEY LARGO,MONROE,,,FIRE STATION,-80.44450384,25.08958891,,,,
1134,,KEY LARGO,MONROE,,,FIRE STATION,-80.37307511,25.17336519,,,,
1135,,Layton,MONROE,,,FIRE STATION,-80.81449601,24.82500529,,,,
1136,,KEY WEST,MONROE,,,FIRE STATION,-81.80039606,24.55467416,,,,
1137,,KEY WEST,MONROE,,,FIRE STATION,-81.75595278,24.55377455,,,,
1138,,KEY WEST,MONROE,,,FIRE STATION,-81.78681180,24.55812877,,,,
1139,,KEY WEST,MONROE,,,FIRE STATION,-81.65575309,24.59790305,,,,
1140,,KEY WEST,MONROE,,,FIRE STATION,-81.76562295,24.56159055,,,,
1141,,KEY WEST,MONROE,,,FIRE STATION,-81.69007813,24.58083201,,,,
1142,,Ocean Reef,MONROE,,,FIRE STATION,-80.27987273,25.31838299,,,,
1143,,SUMMERLAND KEY,MONROE,,,FIRE STATION,-81.56409104,24.64721051,,,,
1144,,SUMMERLAND KEY,MONROE,,,FIRE STATION,-81.50620041,24.66439970,,,,
1145,,BIG PINE KEY,MONROE,,,FIRE STATION,-81.35974257,24.67448990,,,,
1146,,TAVERNIER,MONROE,,,FIRE STATION,-80.51754096,25.01071922,,,,
1147,,Stock Island,MONROE,,,FIRE STATION,-81.73600541,24.57269757,,,,
1148,,CALLAHAN,NASSAU,,,FIRE STATION,-81.82883472,30.56333339,,,,
1149,,CALLAHAN,NASSAU,,,FIRE STATION,-81.76098072,30.62833400,,,,
1150,,CALLAHAN,NASSAU,,,FIRE STATION,-81.77242442,30.53155588,,,,
1151,,CALLAHAN,NASSAU,,,FIRE STATION,-81.81250636,30.49813824,,,,
1152,,YULEE,NASSAU,,,FIRE STATION,-81.53626368,30.62670381,,,,
1153,,YULEE,NASSAU,,,FIRE STATION,-81.60358944,30.63617552,,,,
1154,,YULEE,NASSAU,,,FIRE STATION,-81.53052046,30.67298503,,,,
1155,,YULEE,NASSAU,,,FIRE STATION,-81.60425435,30.63354699,,,,
1156,,YULEE,NASSAU,,,FIRE STATION,-81.57120695,30.60540404,,,,
1157,,BRYCEVILLE,NASSAU,,,FIRE STATION,-81.93519680,30.39225550,,,,
1158,,BRYCEVILLE,NASSAU,,,FIRE STATION,-82.02940158,30.41172770,,,,
1159,,FERNANDINA BEACH,NASSAU,,,FIRE STATION,-81.43800021,30.63793416,,,,
1160,,FERNANDINA BEACH,NASSAU,,,FIRE STATION,-81.51858390,30.57846090,,,,
1161,,FERNANDINA BEACH,NASSAU,,,FIRE STATION,-81.51341192,30.61675377,,,,
1162,,FERNANDINA BEACH,NASSAU,,,FIRE STATION,-81.45337843,30.57255659,,,,
1163,,FERNANDINA BEACH,NASSAU,,,FIRE STATION,-81.45231768,30.66669414,,,,
1164,,HILLIARD,NASSAU,,,FIRE STATION,-81.90742367,30.68927911,,,,
1165,,HILLIARD,NASSAU,,,FIRE STATION,-81.99283274,30.56160260,,,,
1166,,HILLIARD,NASSAU,,,FIRE STATION,-81.91915928,30.68969583,,,,
1167,,BAKER,OKALOOSA,,,FIRE STATION,-86.63469397,30.92475665,,,,
1168,,BAKER,OKALOOSA,,,FIRE STATION,-86.64492065,30.75463671,,,,
1169,,BAKER,OKALOOSA,,,FIRE STATION,-86.67972972,30.80114259,,,,
1170,,MARY ESTHER,OKALOOSA,,,FIRE STATION,-86.73755743,30.41232833,,,,
1171,,MARY ESTHER,OKALOOSA,,,FIRE STATION,-86.66427619,30.41277442,,,,
1172,,LAUREL HILL,OKALOOSA,,,FIRE STATION,-86.45839274,30.96723984,,,,
1173,,LAUREL HILL,OKALOOSA,,,FIRE STATION,-86.47965297,30.93670502,,,,
1174,,HOLT,OKALOOSA,,,FIRE STATION,-86.75096981,30.71314437,,,,
1175,,DESTIN,OKALOOSA,,,FIRE STATION,-86.48086156,30.39616581,,,,
1176,,DESTIN,OKALOOSA,,,FIRE STATION,-86.47186097,30.39661913,,,,
1177,,DESTIN,OKALOOSA,,,FIRE STATION,-86.42184577,30.38651583,,,,
1178,,NICEVILLE,OKALOOSA,,,FIRE STATION,-86.41648753,30.46965741,,,,
1179,,NICEVILLE,OKALOOSA,,,FIRE STATION,-86.48752518,30.52003194,,,,
1180,,NICEVILLE,OKALOOSA,,,FIRE STATION,-86.45786875,30.51271564,,,,
1181,,EGLIN AFB,OKALOOSA,,,FIRE STATION,-86.52662406,30.65012448,,,,
1182,,EGLIN AFB,OKALOOSA,,,FIRE STATION,-86.54173517,30.46917708,,,,
1183,,EGLIN AFB,OKALOOSA,,,FIRE STATION,-86.51021413,30.48433347,,,,
1184,,EGLIN AFB,OKALOOSA,,,FIRE STATION,-86.55782211,30.48097023,,,,
1185,,FORT WALTON BEACH,OKALOOSA,,,FIRE STATION,-86.63742522,30.43905772,,,,
1186,,FORT WALTON BEACH,OKALOOSA,,,FIRE STATION,-86.63739970,30.42910473,,,,
1187,,FORT WALTON BEACH,OKALOOSA,,,FIRE STATION,-86.61612428,30.46680738,,,,
1188,,FORT WALTON BEACH,OKALOOSA,,,FIRE STATION,-86.61382906,30.44922820,,,,
1189,,FORT WALTON BEACH,OKALOOSA,,,FIRE STATION,-86.59947509,30.39738878,,,,
1190,,FORT WALTON BEACH,OKALOOSA,,,FIRE STATION,-86.61163862,30.41296556,,,,
1191,,CRESTVIEW,OKALOOSA,,,FIRE STATION,-86.54228742,30.72007802,,,,
1192,,CRESTVIEW,OKALOOSA,,,FIRE STATION,-86.52406954,30.77521071,,,,
1193,,CRESTVIEW,OKALOOSA,,,FIRE STATION,-86.53783970,30.82258936,,,,
1194,,CRESTVIEW,OKALOOSA,,,FIRE STATION,-86.58358451,30.71121291,,,,
1195,,CRESTVIEW,OKALOOSA,,,FIRE STATION,-86.42307077,30.80332501,,,,
1196,,CRESTVIEW,OKALOOSA,,,FIRE STATION,-86.57185191,30.75685608,,,,
1197,,CRESTVIEW,OKALOOSA,,,FIRE STATION,-86.44426627,30.75220862,,,,
1198,,HURLBURT FIELD,OKALOOSA,,,FIRE STATION,-86.69341982,30.42450697,,,,
1199,,VALPARAISO,OKALOOSA,,,FIRE STATION,-86.49885592,30.50937103,,,,
1200,,SHALIMAR,OKALOOSA,,,FIRE STATION,-86.57932560,30.44686013,,,,
1201,,OKEECHOBEE,OKEECHOBEE,,,FIRE STATION,-80.80729837,27.53452226,,,,
1202,,OKEECHOBEE,OKEECHOBEE,,,FIRE STATION,-80.79009172,27.21113237,,,,
1203,,OKEECHOBEE,OKEECHOBEE,,,FIRE STATION,-80.83520222,27.19544708,,,,
1204,,OKEECHOBEE,OKEECHOBEE,,,FIRE STATION,-80.83534696,27.24868979,,,,
1205,,OKEECHOBEE,OKEECHOBEE,,,FIRE STATION,-80.82721990,27.24317414,,,,
1206,,ORLANDO,ORANGE,,,FIRE STATION,-81.38933082,28.54170469,,,,
1207,,ORLANDO,ORANGE,,,FIRE STATION,-81.57964249,28.42336615,,,,
1208,,ORLANDO,ORANGE,,,FIRE STATION,-81.33886117,28.56003700,,,,
1209,,ORLANDO,ORANGE,,,FIRE STATION,-81.25211541,28.53144944,,,,
1210,,ORLANDO,ORANGE,,,FIRE STATION,-81.33190779,28.42653786,,,,
1211,,ORLANDO,ORANGE,,,FIRE STATION,-81.42345414,28.38085952,,,,
1212,,ORLANDO,ORANGE,,,FIRE STATION,-81.32518658,28.52461395,,,,
1213,,ORLANDO,ORANGE,,,FIRE STATION,-81.49178768,28.57951762,,,,
1214,,ORLANDO,ORANGE,,,FIRE STATION,-81.40128303,28.47214732,,,,
1215,,ORLANDO,ORANGE,,,FIRE STATION,,,,,,
1216,,ORLANDO,ORANGE,,,FIRE STATION,-81.28482374,28.48233477,,,,
1217,,ORLANDO,ORANGE,,,FIRE STATION,-81.18674068,28.57177813,,,,
1218,,ORLANDO,ORANGE,,,FIRE STATION,-81.25056285,28.48415385,,,,
1219,,ORLANDO,ORANGE,,,FIRE STATION,-81.37958461,28.53768782,,,,
1220,,ORLANDO,ORANGE,,,FIRE STATION,,,,,,
1221,,ORLANDO,ORANGE,,,FIRE STATION,-81.34429742,28.54650976,,,,
1222,,ORLANDO,ORANGE,,,FIRE STATION,-81.57499092,28.34873865,,,,
1223,,ORLANDO,ORANGE,,,FIRE STATION,-81.38516236,28.57316452,,,,
1224,,ORLANDO,ORANGE,,,FIRE STATION,-81.50162905,28.46180485,,,,
1225,,ORLANDO,ORANGE,,,FIRE STATION,-81.12910186,28.55498324,,,,
1226,,ORLANDO,ORANGE,,,FIRE STATION,-81.24302601,28.41871473,,,,
1227,,ORLANDO,ORANGE,,,FIRE STATION,,,,,,
1228,,ORLANDO,ORANGE,,,FIRE STATION,,,,,,
1229,,ORLANDO,ORANGE,,,FIRE STATION,-81.33034971,28.49925603,,,,
1230,,ORLANDO,ORANGE,,,FIRE STATION,-81.48680290,28.37588102,,,,
1231,,ORLANDO,ORANGE,,,FIRE STATION,-81.39788069,28.59721102,,,,
1232,,ORLANDO,ORANGE,,,FIRE STATION,-81.45603515,28.48347539,,,,
1233,,ORLANDO,ORANGE,,,FIRE STATION,-81.39995559,28.51295214,,,,
1234,,ORLANDO,ORANGE,,,FIRE STATION,-81.31130686,28.55959817,,,,
1235,,ORLANDO,ORANGE,,,FIRE STATION,-81.34018893,28.43513477,,,,
1236,,ORLANDO,ORANGE,,,FIRE STATION,-81.27849545,28.38692653,,,,
1237,,ORLANDO,ORANGE,,,FIRE STATION,-81.51828450,28.38843454,,,,
1238,,ORLANDO,ORANGE,,,FIRE STATION,-81.45992981,28.54061798,,,,
1239,,ORLANDO,ORANGE,,,FIRE STATION,-81.18151488,28.51154077,,,,
1240,,ORLANDO,ORANGE,,,FIRE STATION,-81.36508846,28.47169966,,,,
1241,,ORLANDO,ORANGE,,,FIRE STATION,,,,,,
1242,,ORLANDO,ORANGE,,,FIRE STATION,-81.19144693,28.61156952,,,,
1243,,ORLANDO,ORANGE,,,FIRE STATION,-81.40089737,28.44039341,,,,
1244,,ORLANDO,ORANGE,,,FIRE STATION,-81.07521593,28.50022355,,,,
1245,,ORLANDO,ORANGE,,,FIRE STATION,-81.31091670,28.42134139,,,,
1246,,ORLANDO,ORANGE,,,FIRE STATION,-81.39264200,28.53051157,,,,
1247,,ORLANDO,ORANGE,,,FIRE STATION,-81.28666285,28.58078588,,,,
1248,,ORLANDO,ORANGE,,,FIRE STATION,-81.42142130,28.49381393,,,,
1249,,ORLANDO,ORANGE,,,FIRE STATION,-81.31573445,28.46697654,,,,
1250,,ORLANDO,ORANGE,,,FIRE STATION,-81.24376400,28.40210450,,,,
1251,,ORLANDO,ORANGE,,,FIRE STATION,-81.51822311,28.37905852,,,,
1252,,ORLANDO,ORANGE,,,FIRE STATION,-81.43145297,28.58864110,,,,
1253,,ORLANDO,ORANGE,,,FIRE STATION,-81.34089460,28.55060157,,,,
1254,,ORLANDO,ORANGE,,,FIRE STATION,-81.28705552,28.44105278,,,,
1255,,ORLANDO,ORANGE,,,FIRE STATION,-81.36567386,28.37163835,,,,
1256,,ORLANDO,ORANGE,,,FIRE STATION,-81.36820895,28.43185677,,,,
1257,,ORLANDO,ORANGE,,,FIRE STATION,-81.45904525,28.42348420,,,,
1258,,ORLANDO,ORANGE,,,FIRE STATION,-81.44756079,28.62515498,,,,
1259,,ORLANDO,ORANGE,,,FIRE STATION,,,,,,
1260,,ORLANDO,ORANGE,,,FIRE STATION,-81.54710684,28.36536922,,,,
1261,,ORLANDO,ORANGE,,,FIRE STATION,-81.45460788,28.57714761,,,,
1262,,ORLANDO,ORANGE,,,FIRE STATION,-81.44136484,28.45085066,,,,
1263,,ORLANDO,ORANGE,,,FIRE STATION,-81.36068939,28.55702941,,,,
1264,,ORLANDO,ORANGE,,,FIRE STATION,-81.27810834,28.56214999,,,,
1265,,ORLANDO,ORANGE,,,FIRE STATION,,,,,,
1266,,ORLANDO,ORANGE,,,FIRE STATION,-81.37666182,28.52049216,,,,
1267,,ORLANDO,ORANGE,,,FIRE STATION,-81.40162819,28.62776509,,,,
1268,,ORLANDO,ORANGE,,,FIRE STATION,-81.46956491,28.52356054,,,,
1269,,ORLANDO,ORANGE,,,FIRE STATION,-81.38045893,28.54182842,,,,
1270,,ORLANDO,ORANGE,,,FIRE STATION,-81.46493093,28.40368662,,,,
1271,,ORLANDO,ORANGE,,,FIRE STATION,-81.21205855,28.54600739,,,,
1272,,ORLANDO,ORANGE,,,FIRE STATION,-81.41755236,28.53352435,,,,
1273,,ORLANDO,ORANGE,,,FIRE STATION,-81.20547624,28.39928883,,,,
1274,,WINDERMERE,ORANGE,,,FIRE STATION,-81.56145999,28.45882660,,,,
1275,,WINDERMERE,ORANGE,,,FIRE STATION,-81.50909945,28.51986226,,,,
1276,,MAITLAND,ORANGE,,,FIRE STATION,-81.36503761,28.62602955,,,,
1277,,Zellwood,ORANGE,,,FIRE STATION,-81.60289201,28.73022307,,,,
1278,,WINTER GARDEN,ORANGE,,,FIRE STATION,-81.56841452,28.59205438,,,,
1279,,WINTER GARDEN,ORANGE,,,FIRE STATION,-81.58239508,28.55507741,,,,
1280,,WINTER GARDEN,ORANGE,,,FIRE STATION,-81.58740502,28.50167402,,,,
1281,,WINTER GARDEN,ORANGE,,,FIRE STATION,-81.58217696,28.53028229,,,,
1282,,WINTER GARDEN,ORANGE,,,FIRE STATION,-81.62108261,28.55431404,,,,
1283,,WINTER GARDEN,ORANGE,,,FIRE STATION,-81.61428352,28.34874667,,,,
1284,,APOPKA,ORANGE,,,FIRE STATION,-81.51395854,28.70570426,,,,
1285,,APOPKA,ORANGE,,,FIRE STATION,-81.46958473,28.69138707,,,,
1286,,APOPKA,ORANGE,,,FIRE STATION,-81.50085040,28.63610698,,,,
1287,,APOPKA,ORANGE,,,FIRE STATION,-81.50506034,28.75878399,,,,
1288,,APOPKA,ORANGE,,,FIRE STATION,,,,,,
1289,,APOPKA,ORANGE,,,FIRE STATION,-81.46760634,28.66796328,,,,
1290,,APOPKA,ORANGE,,,FIRE STATION,-81.50843937,28.67229669,,,,
1291,,APOPKA,ORANGE,,,FIRE STATION,-81.55461489,28.68875644,,,,
1292,,WINTER PARK,ORANGE,,,FIRE STATION,-81.35421587,28.60078933,,,,
1293,,WINTER PARK,ORANGE,,,FIRE STATION,-81.33446754,28.62521937,,,,
1294,,WINTER PARK,ORANGE,,,FIRE STATION,-81.32750714,28.59444790,,,,
1295,,OCOEE,ORANGE,,,FIRE STATION,-81.51383707,28.59061089,,,,
1296,,OCOEE,ORANGE,,,FIRE STATION,-81.54476897,28.56206642,,,,
1297,,OCOEE,ORANGE,,,FIRE STATION,-81.54074966,28.53376659,,,,
1298,,CHRISTMAS,ORANGE,,,FIRE STATION,-81.01991633,28.56087472,,,,
1299,,KISSIMMEE,OSCEOLA,,,FIRE STATION,-81.35557345,28.28066514,,,,
1300,,KISSIMMEE,OSCEOLA,,,FIRE STATION,-81.41287637,28.29506358,,,,
1301,,KISSIMMEE,OSCEOLA,,,FIRE STATION,-81.41892000,28.33812000,,,,
1302,,KISSIMMEE,OSCEOLA,,,FIRE STATION,-81.44458148,28.30852556,,,,
1303,,KISSIMMEE,OSCEOLA,,,FIRE STATION,-81.48184119,28.31037843,,,,
1304,,KISSIMMEE,OSCEOLA,,,FIRE STATION,-81.43828279,28.19869597,,,,
1305,,KISSIMMEE,OSCEOLA,,,FIRE STATION,-81.41503239,28.33251655,,,,
1306,,KISSIMMEE,OSCEOLA,,,FIRE STATION,-81.54744561,28.32780881,,,,
1307,,KISSIMMEE,OSCEOLA,,,FIRE STATION,-81.35100078,28.32906074,,,,
1308,,KISSIMMEE,OSCEOLA,,,FIRE STATION,-81.37870928,28.30460133,,,,
1309,,KISSIMMEE,OSCEOLA,,,FIRE STATION,-81.63656027,28.34577358,,,,
1310,,KISSIMMEE,OSCEOLA,,,FIRE STATION,-81.46225659,28.25740930,,,,
1311,,SAINT CLOUD,OSCEOLA,,,FIRE STATION,-81.27547790,28.19639033,,,,
1312,,SAINT CLOUD,OSCEOLA,,,FIRE STATION,-81.23838837,28.29888352,,,,
1313,,SAINT CLOUD,OSCEOLA,,,FIRE STATION,-81.19508647,28.26672594,,,,
1314,,SAINT CLOUD,OSCEOLA,,,FIRE STATION,-81.28742913,28.24925245,,,,
1315,,SAINT CLOUD,OSCEOLA,,,FIRE STATION,-81.08452208,28.13443435,,,,
1316,,SAINT CLOUD,OSCEOLA,,,FIRE STATION,-81.31734252,28.22483783,,,,
1317,,SAINT CLOUD,OSCEOLA,,,FIRE STATION,-81.24376880,28.18026909,,,,
1318,,SAINT CLOUD,OSCEOLA,,,FIRE STATION,-81.15630829,28.18839301,,,,
1319,,DAVENPORT,OSCEOLA,,,FIRE STATION,-81.60148402,28.26042719,,,,
1320,,KENANSVILLE,OSCEOLA,,,FIRE STATION,-80.99964178,27.87605327,,,,
1321,,DELRAY BEACH,PALM BEACH,,,FIRE STATION,-80.11389397,26.43823123,,,,
1322,,DELRAY BEACH,PALM BEACH,,,FIRE STATION,-80.07865788,26.46222807,,,,
1323,,DELRAY BEACH,PALM BEACH,,,FIRE STATION,-80.07998580,26.44013914,,,,
1324,,DELRAY BEACH,PALM BEACH,,,FIRE STATION,-80.16193098,26.46478056,,,,
1325,,DELRAY BEACH,PALM BEACH,,,FIRE STATION,-80.05933156,26.46310740,,,,
1326,,DELRAY BEACH,PALM BEACH,,,FIRE STATION,-80.14629129,26.44696433,,,,
1327,,DELRAY BEACH,PALM BEACH,,,FIRE STATION,-80.11397082,26.47335656,,,,
1328,,WEST PALM BEACH,PALM BEACH,,,FIRE STATION,-80.06476448,26.78463664,,,,
1329,,WEST PALM BEACH,PALM BEACH,,,FIRE STATION,-80.16757946,26.68407334,,,,
1330,,WEST PALM BEACH,PALM BEACH,,,FIRE STATION,-80.05553976,26.75612526,,,,
1331,,WEST PALM BEACH,PALM BEACH,,,FIRE STATION,-80.12682824,26.64541780,,,,
1332,,WEST PALM BEACH,PALM BEACH,,,FIRE STATION,-80.13684458,26.79817118,,,,
1333,,WEST PALM BEACH,PALM BEACH,,,FIRE STATION,-80.05308257,26.71727176,,,,
1334,,WEST PALM BEACH,PALM BEACH,,,FIRE STATION,-80.23568487,26.66581577,,,,
1335,,WEST PALM BEACH,PALM BEACH,,,FIRE STATION,-80.06183157,26.69845743,,,,
1336,,WEST PALM BEACH,PALM BEACH,,,FIRE STATION,-80.06424751,26.79910253,,,,
1337,,WEST PALM BEACH,PALM BEACH,,,FIRE STATION,-80.21249656,26.81311131,,,,
1338,,WEST PALM BEACH,PALM BEACH,,,FIRE STATION,-80.09220193,26.68478604,,,,
1339,,WEST PALM BEACH,PALM BEACH,,,FIRE STATION,-80.22893028,26.70399616,,,,
1340,,WEST PALM BEACH,PALM BEACH,,,FIRE STATION,-80.11416127,26.63720064,,,,
1341,,WEST PALM BEACH,PALM BEACH,,,FIRE STATION,-80.19755266,26.63242814,,,,
1342,,WEST PALM BEACH,PALM BEACH,,,FIRE STATION,-80.14657326,26.63287036,,,,
1343,,WEST PALM BEACH,PALM BEACH,,,FIRE STATION,-80.08204017,26.78086658,,,,
1344,,WEST PALM BEACH,PALM BEACH,,,FIRE STATION,-80.09501560,26.70021811,,,,
1345,,WEST PALM BEACH,PALM BEACH,,,FIRE STATION,-80.26154771,26.63042321,,,,
1346,,WEST PALM BEACH,PALM BEACH,,,FIRE STATION,-80.07294753,26.79855871,,,,
1347,,WEST PALM BEACH,PALM BEACH,,,FIRE STATION,-80.16956946,26.70917635,,,,
1348,,WEST PALM BEACH,PALM BEACH,,,FIRE STATION,-80.05532531,26.67346913,,,,
1349,,WEST PALM BEACH,PALM BEACH,,,FIRE STATION,-80.28290767,26.66808462,,,,
1350,,WEST PALM BEACH,PALM BEACH,,,FIRE STATION,-80.17473611,26.67564765,,,,
1351,,WEST PALM BEACH,PALM BEACH,,,FIRE STATION,-80.10406403,26.66518522,,,,
1352,,WEST PALM BEACH,PALM BEACH,,,FIRE STATION,-80.12694254,26.70843609,,,,
1353,,WEST PALM BEACH,PALM BEACH,,,FIRE STATION,-80.08095865,26.71914521,,,,
1354,,WEST PALM BEACH,PALM BEACH,,,FIRE STATION,-80.08138392,26.81391246,,,,
1355,,WEST PALM BEACH,PALM BEACH,,,FIRE STATION,-80.20330747,26.69207576,,,,
1356,,WEST PALM BEACH,PALM BEACH,,,FIRE STATION,-80.03692961,26.77852152,,,,
1357,,WEST PALM BEACH,PALM BEACH,,,FIRE STATION,-80.10042472,26.74915021,,,,
1358,,WEST PALM BEACH,PALM BEACH,,,FIRE STATION,-80.03387997,26.79881618,,,,
1359,,BOYNTON BEACH,PALM BEACH,,,FIRE STATION,-80.09178604,26.55674752,,,,
1360,,BOYNTON BEACH,PALM BEACH,,,FIRE STATION,-80.16924293,26.52675059,,,,
1361,,BOYNTON BEACH,PALM BEACH,,,FIRE STATION,-80.15261294,26.48787900,,,,
1362,,BOYNTON BEACH,PALM BEACH,,,FIRE STATION,-80.07246040,26.54831073,,,,
1363,,BOYNTON BEACH,PALM BEACH,,,FIRE STATION,-80.06237506,26.52867742,,,,
1364,,BOYNTON BEACH,PALM BEACH,,,FIRE STATION,-80.04914832,26.52935918,,,,
1365,,BOYNTON BEACH,PALM BEACH,,,FIRE STATION,-80.09264882,26.51357597,,,,
1366,,BOYNTON BEACH,PALM BEACH,,,FIRE STATION,-80.05986812,26.51162438,,,,
1367,,BOYNTON BEACH,PALM BEACH,,,FIRE STATION,-80.12490398,26.51263316,,,,
1368,,LAKE WORTH,PALM BEACH,,,FIRE STATION,-80.18359503,26.56736741,,,,
1369,,LAKE WORTH,PALM BEACH,,,FIRE STATION,-80.09505378,26.64147013,,,,
1370,,LAKE WORTH,PALM BEACH,,,FIRE STATION,-80.08274578,26.58820223,,,,
1371,,LAKE WORTH,PALM BEACH,,,FIRE STATION,-80.15647994,26.61715959,,,,
1372,,LAKE WORTH,PALM BEACH,,,FIRE STATION,-80.07275948,26.63142058,,,,
1373,,LAKE WORTH,PALM BEACH,,,FIRE STATION,-80.11415719,26.59187389,,,,
1374,,LAKE WORTH,PALM BEACH,,,FIRE STATION,-80.05601563,26.57713545,,,,
1375,,LAKE WORTH,PALM BEACH,,,FIRE STATION,-80.03897976,26.58011004,,,,
1376,,LAKE WORTH,PALM BEACH,,,FIRE STATION,-80.12265573,26.60322048,,,,
1377,,LAKE WORTH,PALM BEACH,,,FIRE STATION,-80.14603480,26.56419050,,,,
1378,,LAKE WORTH,PALM BEACH,,,FIRE STATION,-80.09648179,26.61868708,,,,
1379,,LAKE WORTH,PALM BEACH,,,FIRE STATION,-80.05861696,26.61696369,,,,
1380,,BOCA RATON,PALM BEACH,,,FIRE STATION,-80.14765560,26.39484978,,,,
1381,,BOCA RATON,PALM BEACH,,,FIRE STATION,-80.20388104,26.33879040,,,,
1382,,BOCA RATON,PALM BEACH,,,FIRE STATION,-80.18611553,26.38122772,,,,
1383,,BOCA RATON,PALM BEACH,,,FIRE STATION,-80.12278609,26.40862413,,,,
1384,,BOCA RATON,PALM BEACH,,,FIRE STATION,-80.23900730,26.36382120,,,,
1385,,BOCA RATON,PALM BEACH,,,FIRE STATION,-80.08330631,26.36128595,,,,
1386,,BOCA RATON,PALM BEACH,,,FIRE STATION,-80.11633231,26.41560123,,,,
1387,,BOCA RATON,PALM BEACH,,,FIRE STATION,-80.06510115,26.41065990,,,,
1388,,BOCA RATON,PALM BEACH,,,FIRE STATION,-80.10523608,26.35094617,,,,
1389,,BOCA RATON,PALM BEACH,,,FIRE STATION,-80.18731083,26.35268903,,,,
1390,,BOCA RATON,PALM BEACH,,,FIRE STATION,-80.14148086,26.33130228,,,,
1391,,BOCA RATON,PALM BEACH,,,FIRE STATION,-80.13010211,26.36873335,,,,
1392,,BOCA RATON,PALM BEACH,,,FIRE STATION,-80.20480076,26.40050280,,,,
1393,,BOCA RATON,PALM BEACH,,,FIRE STATION,-80.07007402,26.35024684,,,,
1394,,BOCA RATON,PALM BEACH,,,FIRE STATION,-80.11129716,26.34996718,,,,
1395,,BOCA RATON,PALM BEACH,,,FIRE STATION,-80.09379159,26.32963270,,,,
1396,,BOCA RATON,PALM BEACH,,,FIRE STATION,-80.08620496,26.39497516,,,,
1397,,BOCA RATON,PALM BEACH,,,FIRE STATION,-80.16225626,26.37990237,,,,
1398,,BOCA RATON,PALM BEACH,,,FIRE STATION,-80.14997652,26.35596480,,,,
1399,,JUPITER,PALM BEACH,,,FIRE STATION,-80.13451893,26.93662513,,,,
1400,,JUPITER,PALM BEACH,,,FIRE STATION,-80.10361457,26.90016348,,,,
1401,,JUPITER,PALM BEACH,,,FIRE STATION,-80.08318832,26.93990879,,,,
1402,,JUPITER,PALM BEACH,,,FIRE STATION,-80.09350725,26.95925476,,,,
1403,,JUPITER,PALM BEACH,,,FIRE STATION,-80.22403081,26.94354965,,,,
1404,,PALM BEACH,PALM BEACH,,,FIRE STATION,-80.03868666,26.63954102,,,,
1405,,PALM BEACH,PALM BEACH,,,FIRE STATION,-80.03824417,26.72533229,,,,
1406,,PALM BEACH,PALM BEACH,,,FIRE STATION,-80.03601255,26.70310861,,,,
1407,,PALM BEACH,PALM BEACH,,,FIRE STATION,-80.03950721,26.58940356,,,,
1408,,PALM BEACH GARDENS,PALM BEACH,,,FIRE STATION,-80.11599192,26.80986933,,,,
1409,,PALM BEACH GARDENS,PALM BEACH,,,FIRE STATION,-80.09461030,26.86472804,,,,
1410,,PALM BEACH GARDENS,PALM BEACH,,,FIRE STATION,-80.10442839,26.83138000,,,,
1411,,PALM BEACH GARDENS,PALM BEACH,,,FIRE STATION,-80.13497561,26.84260890,,,,
1412,,PALM BEACH GARDENS,PALM BEACH,,,FIRE STATION,-80.10759154,26.78669655,,,,
1413,,PALM BEACH GARDENS,PALM BEACH,,,FIRE STATION,-80.08322252,26.83827438,,,,
1414,,NORTH PALM BEACH,PALM BEACH,,,FIRE STATION,-80.05450227,26.86589970,,,,
1415,,NORTH PALM BEACH,PALM BEACH,,,FIRE STATION,-80.05613087,26.81227694,,,,
