,Name,CITY,COUNTY,Longitude,Latitude,FACILITY_TYPE,fs_Longitude,fs_Latitude,fb_Longitude,fb_Latitude,ng_Longitude,ng_Latitude
804,,SORRENTO,LAKE,,,FIRE STATION,-81.53621076,28.80752718,,,,
805,,SANIBEL,LEE,,,FIRE STATION,-82.07793780,26.43777804,,,,
806,,SANIBEL,LEE,,,FIRE STATION,-82.15226720,26.46543152,,,,
807,,FORT MYERS,LEE,,,FIRE STATION,-81.87050744,26.56413740,,,,
808,,FORT MYERS,LEE,,,FIRE STATION,-81.75865388,26.53761256,,,,
809,,FORT MYERS,LEE,,,FIRE STATION,-81.86414660,26.59090344,,,,
810,,FORT MYERS,LEE,,,FIRE STATION,-81.84043128,26.60982515,,,,
811,,FORT MYERS,LEE,,,FIRE STATION,-81.93621038,26.51392857,,,,
812,,FORT MYERS,LEE,,,FIRE STATION,-81.78613089,26.60276894,,,,
813,,FORT MYERS,LEE,,,FIRE STATION,-81.86513260,26.64057832,,,,
814,,FORT MYERS,LEE,,,FIRE STATION,-81.82120307,26.64236496,,,,
815,,FORT MYERS,LEE,,,FIRE STATION,-81.89849490,26.51026468,,,,
816,,FORT MYERS,LEE,,,FIRE STATION,-81.96309409,26.50241242,,,,
817,,FORT MYERS,LEE,,,FIRE STATION,-81.75237155,26.70302374,,,,
818,,FORT MYERS,LEE,,,FIRE STATION,-81.84424454,26.65759064,,,,
819,,FORT MYERS,LEE,,,FIRE STATION,-81.86192624,26.53128510,,,,
820,,FORT MYERS,LEE,,,FIRE STATION,-81.78047096,26.45754898,,,,
821,,FORT MYERS,LEE,,,FIRE STATION,-81.87341354,26.60735123,,,,
822,,FORT MYERS,LEE,,,FIRE STATION,-81.89893005,26.57470009,,,,
823,,FORT MYERS,LEE,,,FIRE STATION,-81.80253735,26.67205614,,,,
824,,FORT MYERS,LEE,,,FIRE STATION,-81.82330945,26.46820999,,,,
825,,FORT MYERS,LEE,,,FIRE STATION,-81.90480693,26.55483703,,,,
826,,FORT MYERS,LEE,,,FIRE STATION,-81.81717839,26.54635107,,,,
827,,FORT MYERS,LEE,,,FIRE STATION,-81.75777596,26.55499242,,,,
828,,FORT MYERS,LEE,,,FIRE STATION,-81.85799356,26.49780585,,,,
829,,FORT MYERS,LEE,,,FIRE STATION,-81.73194337,26.65868392,,,,
830,,CAPE CORAL,LEE,,,FIRE STATION,-81.97372153,26.61473533,,,,
831,,CAPE CORAL,LEE,,,FIRE STATION,-81.98924676,26.65064644,,,,
832,,CAPE CORAL,LEE,,,FIRE STATION,-81.98198555,26.57612274,,,,
833,,CAPE CORAL,LEE,,,FIRE STATION,-81.95938391,26.63016585,,,,
834,,CAPE CORAL,LEE,,,FIRE STATION,-82.03970495,26.73309090,,,,
835,,CAPE CORAL,LEE,,,FIRE STATION,-82.00724801,26.56649337,,,,
836,,CAPE CORAL,LEE,,,FIRE STATION,-81.94898033,26.72476334,,,,
837,,CAPE CORAL,LEE,,,FIRE STATION,-81.93911926,26.60689005,,,,
838,,CAPE CORAL,LEE,,,FIRE STATION,-81.95138156,26.68316746,,,,
839,,CAPE CORAL,LEE,,,FIRE STATION,-81.95838281,26.56660588,,,,
840,,NORTH FORT MYERS,LEE,,,FIRE STATION,-81.85238033,26.70100819,,,,
841,,NORTH FORT MYERS,LEE,,,FIRE STATION,-81.90951181,26.73496761,,,,
842,,NORTH FORT MYERS,LEE,,,FIRE STATION,-81.87920623,26.66889871,,,,
843,,NORTH FORT MYERS,LEE,,,FIRE STATION,-81.90984444,26.67128890,,,,
844,,NORTH FORT MYERS,LEE,,,FIRE STATION,-81.80112988,26.71653989,,,,
845,,LEHIGH ACRES,LEE,,,FIRE STATION,-81.60426912,26.56278244,,,,
846,,LEHIGH ACRES,LEE,,,FIRE STATION,-81.59778174,26.63684493,,,,
847,,LEHIGH ACRES,LEE,,,FIRE STATION,-81.63993782,26.59835674,,,,
848,,LEHIGH ACRES,LEE,,,FIRE STATION,-81.67960311,26.59874280,,,,
849,,LEHIGH ACRES,LEE,,,FIRE STATION,-81.71443518,26.60902093,,,,
850,,FORT MYERS BEACH,LEE,,,FIRE STATION,-81.94797338,26.48160224,,,,
851,,FORT MYERS BEACH,LEE,,,FIRE STATION,-81.93528556,26.44523628,,,,
852,,FORT MYERS BEACH,LEE,,,FIRE STATION,-81.89984961,26.41555882,,,,
853,,ESTERO,LEE,,,FIRE STATION,-81.75800027,26.44027243,,,,
854,,ESTERO,LEE,,,FIRE STATION,-81.81039659,26.43728701,,,,
855,,ESTERO,LEE,,,FIRE STATION,-81.78886493,26.42592055,,,,
856,,ESTERO,LEE,,,FIRE STATION,-81.81014989,26.41145955,,,,
857,,BONITA SPRINGS,LEE,,,FIRE STATION,-81.80379660,26.34668785,,,,
858,,BONITA SPRINGS,LEE,,,FIRE STATION,-81.80703500,26.37582486,,,,
859,,BONITA SPRINGS,LEE,,,FIRE STATION,-81.77935264,26.33799429,,,,
860,,BONITA SPRINGS,LEE,,,FIRE STATION,-81.73742297,26.33580170,,,,
861,,BONITA SPRINGS,LEE,,,FIRE STATION,-81.81645288,26.32973602,,,,
862,,BOKEELIA,LEE,,,FIRE STATION,-82.21243003,26.66163072,,,,
863,,BOKEELIA,LEE,,,FIRE STATION,-82.14970291,26.67730666,,,,
864,,BOKEELIA,LEE,,,FIRE STATION,-82.11985740,26.61390219,,,,
865,,ALVA,LEE,,,FIRE STATION,-81.60755189,26.70618246,,,,
866,,CAPTIVA,LEE,,,FIRE STATION,-82.22043553,26.60125039,,,,
867,,CAPTIVA,LEE,,,FIRE STATION,-82.18942052,26.52275266,,,,
868,,SAINT JAMES CITY,LEE,,,FIRE STATION,-82.08858566,26.53298528,,,,
869,,BOCA GRANDE,LEE,,,FIRE STATION,-82.26092070,26.74991252,,,,
870,,BOCA GRANDE,LEE,,,FIRE STATION,-82.24627492,26.68605975,,,,
871,,TALLAHASSEE,LEON,,,FIRE STATION,-84.22285822,30.51236692,,,,
872,,TALLAHASSEE,LEON,,,FIRE STATION,-84.25427563,30.49243952,,,,
873,,TALLAHASSEE,LEON,,,FIRE STATION,-84.53948700,30.42345600,,,,
874,,TALLAHASSEE,LEON,,,FIRE STATION,-84.53948700,30.42345600,,,,
875,,TALLAHASSEE,LEON,,,FIRE STATION,-84.25331219,30.58685314,,,,
876,,TALLAHASSEE,LEON,,,FIRE STATION,-84.25331219,30.58685314,,,,
877,,TALLAHASSEE,LEON,,,FIRE STATION,-84.35547724,30.39649233,,,,
878,,TALLAHASSEE,LEON,,,FIRE STATION,-84.12531834,30.43870998,,,,
879,,TALLAHASSEE,LEON,,,FIRE STATION,-84.12531834,30.43870998,,,,
880,,TALLAHASSEE,LEON,,,FIRE STATION,-84.23050371,30.42627883,,,,
881,,TALLAHASSEE,LEON,,,FIRE STATION,-84.37613913,30.54839516,,,,
882,,TALLAHASSEE,LEON,,,FIRE STATION,-84.28156075,30.44558711,,,,
883,,TALLAHASSEE,LEON,,,FIRE STATION,-84.20894154,30.65627534,,,,
884,,TALLAHASSEE,LEON,,,FIRE STATION,-84.42350503,30.30569303,,,,
885,,TALLAHASSEE,LEON,,,FIRE STATION,-84.12979902,30.37690156,,,,
886,,TALLAHASSEE,LEON,,,FIRE STATION,-84.33742799,30.44062925,,,,
887,,TALLAHASSEE,LEON,,,FIRE STATION,-84.32855169,30.47333771,,,,
888,,TALLAHASSEE,LEON,,,FIRE STATION,-84.14879612,30.56183801,,,,
889,,TALLAHASSEE,LEON,,,FIRE STATION,-84.14879612,30.56183801,,,,
890,,TALLAHASSEE,LEON,,,FIRE STATION,-84.36494728,30.52843726,,,,
891,,TALLAHASSEE,LEON,,,FIRE STATION,-84.36494728,30.52843726,,,,
892,,TALLAHASSEE,LEON,,,FIRE STATION,-84.27983532,30.40708002,,,,
893,,TALLAHASSEE,LEON,,,FIRE STATION,-84.22295920,30.45155998,,,,
894,,TALLAHASSEE,LEON,,,FIRE STATION,-84.25309477,30.32108197,,,,
895,,TALLAHASSEE,LEON,,,FIRE STATION,-84.29620518,30.47852023,,,,
896,,TALLAHASSEE,LEON,,,FIRE STATION,-84.33711554,30.44027602,,,,
897,,TALLAHASSE,LEON,,,FIRE STATION,-84.22164457,30.45070660,,,,
898,,TALLAHASSE,LEON,,,FIRE STATION,-84.64086382,30.36977356,,,,
899,,INGLIS,LEVY,,,FIRE STATION,-82.72653537,29.25084691,,,,
900,,INGLIS,LEVY,,,FIRE STATION,-82.67340723,29.03258882,,,,
901,,YANKEETOWN,LEVY,,,FIRE STATION,-82.71698863,29.02948178,,,,
902,,CEDAR KEY,LEVY,,,FIRE STATION,-82.93766002,29.23565275,,,,
903,,CEDAR KEY,LEVY,,,FIRE STATION,-83.03189709,29.13612043,,,,
904,,CHIEFLAND,LEVY,,,FIRE STATION,-82.85893076,29.47915881,,,,
905,,CHIEFLAND,LEVY,,,FIRE STATION,-83.02215112,29.39513208,,,,
906,,WILLISTON,LEVY,,,FIRE STATION,-82.44718109,29.38557682,,,,
907,,MORRISTON,LEVY,,,FIRE STATION,-82.53480023,29.29222968,,,,
908,,MORRISTON,LEVY,,,FIRE STATION,-82.44131232,29.28234437,,,,
909,,BRONSON,LEVY,,,FIRE STATION,-82.63346685,29.44304961,,,,
910,,OTTER CREEK,LEVY,,,FIRE STATION,-82.77343689,29.32184561,,,,
911,,FANNING SPRINGS,LEVY,,,FIRE STATION,-82.92374646,29.58527029,,,,
912,,BRISTOL,LIBERTY,,,FIRE STATION,-84.90761844,30.54006840,,,,
913,,BRISTOL,LIBERTY,,,FIRE STATION,-84.98004573,30.43309993,,,,
914,,BRISTOL,LIBERTY,,,FIRE STATION,-85.03563462,30.30904196,,,,
915,,HOSFORD,LIBERTY,,,FIRE STATION,-84.97868919,30.02057425,,,,
916,,HOSFORD,LIBERTY,,,FIRE STATION,-84.79884230,30.38573498,,,,
917,,MADISON,MADISON,,,FIRE STATION,-83.41362350,30.46721147,,,,
918,,MADISON,MADISON,,,FIRE STATION,-83.52757254,30.35103510,,,,
919,,MADISON,MADISON,,,FIRE STATION,-83.40469645,30.61556580,,,,
920,,GREENVILLE,MADISON,,,FIRE STATION,-83.56514121,30.56708061,,,,
921,,GREENVILLE,MADISON,,,FIRE STATION,-83.65287271,30.35381887,,,,
922,,GREENVILLE,MADISON,,,FIRE STATION,-83.63439616,30.46580921,,,,
923,,PINETTA,MADISON,,,FIRE STATION,-83.35402339,30.59518910,,,,
924,,LEE,MADISON,,,FIRE STATION,-83.29981626,30.42301653,,,,
925,,LEE,MADISON,,,FIRE STATION,-83.32464356,30.34806071,,,,
926,,BRADENTON,MANATEE,,,FIRE STATION,-82.61998400,27.47514602,,,,
927,,BRADENTON,MANATEE,,,FIRE STATION,-82.39148229,27.43596454,,,,
928,,BRADENTON,MANATEE,,,FIRE STATION,-82.62923958,27.44839703,,,,
929,,BRADENTON,MANATEE,,,FIRE STATION,-82.46285998,27.41040128,,,,
930,,BRADENTON,MANATEE,,,FIRE STATION,-82.17416707,27.58499345,,,,
931,,BRADENTON,MANATEE,,,FIRE STATION,-82.57218442,27.49239582,,,,
932,,BRADENTON,MANATEE,,,FIRE STATION,-82.57100347,27.46818800,,,,
933,,BRADENTON,MANATEE,,,FIRE STATION,-82.48485361,27.49137131,,,,
934,,BRADENTON,MANATEE,,,FIRE STATION,-82.58799448,27.44876782,,,,
935,,BRADENTON,MANATEE,,,FIRE STATION,-82.43284223,27.47067543,,,,
936,,BRADENTON,MANATEE,,,FIRE STATION,-82.44766567,27.43699534,,,,
937,,BRADENTON,MANATEE,,,FIRE STATION,-82.66485680,27.46231417,,,,
938,,BRADENTON,MANATEE,,,FIRE STATION,-82.43895990,27.39062604,,,,
939,,BRADENTON,MANATEE,,,FIRE STATION,-82.54088306,27.47352956,,,,
940,,BRADENTON,MANATEE,,,FIRE STATION,-82.38395668,27.49849142,,,,
941,,BRADENTON,MANATEE,,,FIRE STATION,-82.54714709,27.43250301,,,,
942,,BRADENTON,MANATEE,,,FIRE STATION,-82.58341615,27.41940969,,,,
943,,BRADENTON,MANATEE,,,FIRE STATION,-82.50598086,27.44768715,,,,
944,,BRADENTON,MANATEE,,,FIRE STATION,-82.54841354,27.49434306,,,,
945,,BRADENTON,MANATEE,,,FIRE STATION,-82.62818117,27.49681319,,,,
946,,ELLENTON,MANATEE,,,FIRE STATION,-82.48749839,27.53792326,,,,
947,,ELLENTON,MANATEE,,,FIRE STATION,-82.52725103,27.52083592,,,,
948,,BRADENTON BEACH,MANATEE,,,FIRE STATION,-82.69765847,27.46651850,,,,
949,,BRADENTON BEACH,MANATEE,,,FIRE STATION,-82.71538937,27.51153638,,,,
950,,PALMETTO,MANATEE,,,FIRE STATION,-82.51336690,27.60248817,,,,
951,,PALMETTO,MANATEE,,,FIRE STATION,-82.55550885,27.55766110,,,,
952,,PALMETTO,MANATEE,,,FIRE STATION,-82.58167575,27.52429422,,,,
953,,PARRISH,MANATEE,,,FIRE STATION,-82.19309084,27.58050497,,,,
954,,PARRISH,MANATEE,,,FIRE STATION,-82.42619119,27.57153445,,,,
955,,SARASOTA,MANATEE,,,FIRE STATION,-82.51734522,27.40439554,,,,
956,,SARASOTA,MANATEE,,,FIRE STATION,-82.55722204,27.39359675,,,,
957,,SARASOTA,MANATEE,,,FIRE STATION,-82.56972521,27.40870463,,,,
958,,LONGBOAT KEY,MANATEE,,,FIRE STATION,-82.65804877,27.41260397,,,,
959,,MYAKKA CITY,MANATEE,,,FIRE STATION,-82.27020302,27.38646027,,,,
960,,MYAKKA CITY,MANATEE,,,FIRE STATION,-82.16205568,27.35498862,,,,
961,,DUNNELLON,MARION,,,FIRE STATION,-82.46232115,29.04927654,,,,
962,,DUNNELLON,MARION,,,FIRE STATION,-82.52920507,29.15491401,,,,
963,,DUNNELLON,MARION,,,FIRE STATION,-82.45191166,29.09781600,,,,
964,,DUNNELLON,MARION,,,FIRE STATION,-82.28524157,28.99662385,,,,
965,,DUNNELLON,MARION,,,FIRE STATION,-82.41512673,29.15460405,,,,
966,,DUNNELLON,MARION,,,FIRE STATION,-82.48288425,29.14976009,,,,
967,,OCALA,MARION,,,FIRE STATION,-82.10392068,29.21103883,,,,
968,,OCALA,MARION,,,FIRE STATION,-82.17837440,29.16754966,,,,
969,,OCALA,MARION,,,FIRE STATION,-82.24856890,29.08857890,,,,
970,,OCALA,MARION,,,FIRE STATION,-82.19735452,29.00823771,,,,
971,,OCALA,MARION,,,FIRE STATION,-82.23601989,29.22512518,,,,
972,,OCALA,MARION,,,FIRE STATION,-82.01493937,29.10972916,,,,
973,,OCALA,MARION,,,FIRE STATION,-82.03637682,29.17193024,,,,
974,,OCALA,MARION,,,FIRE STATION,-82.22001804,29.17007151,,,,
975,,OCALA,MARION,,,FIRE STATION,-82.13311177,29.18943966,,,,
976,,OCALA,MARION,,,FIRE STATION,-82.08451864,29.16226178,,,,
977,,OCALA,MARION,,,FIRE STATION,-82.13596535,29.11541312,,,,
978,,OCALA,MARION,,,FIRE STATION,-82.15208869,29.17944506,,,,
979,,OCALA,MARION,,,FIRE STATION,-82.30219014,29.18837069,,,,
980,,UMATILLA,MARION,,,FIRE STATION,-81.80821297,28.99703693,,,,
981,,UMATILLA,MARION,,,FIRE STATION,-81.74388258,28.97998812,,,,
982,,LADY LAKE,MARION,,,FIRE STATION,-82.01735076,28.98144912,,,,
983,,LADY LAKE,MARION,,,FIRE STATION,-82.00001630,28.96694982,,,,
984,,CITRA,MARION,,,FIRE STATION,-82.11220759,29.34340630,,,,
985,,CITRA,MARION,,,FIRE STATION,-82.11068951,29.41304944,,,,
986,,WEIRSDALE,MARION,,,FIRE STATION,-81.92119137,28.98417222,,,,
987,,OCKLAWAHA,MARION,,,FIRE STATION,-81.87057235,29.13294709,,,,
988,,FORT MC COY,MARION,,,FIRE STATION,-81.90529571,29.49413471,,,,
989,,FORT MC COY,MARION,,,FIRE STATION,-81.93961933,29.36842624,,,,
990,,FORT MC COY,MARION,,,FIRE STATION,-81.74054035,29.36443224,,,,
991,,FORT MC COY,MARION,,,FIRE STATION,-81.95549022,29.49156363,,,,
992,,SILVER SPRINGS,MARION,,,FIRE STATION,-81.86841684,29.17454483,,,,
993,,SILVER SPRINGS,MARION,,,FIRE STATION,-81.88842866,29.18071983,,,,
994,,SUMMERFIELD,MARION,,,FIRE STATION,-82.12021332,28.98174219,,,,
995,,REDDICK,MARION,,,FIRE STATION,-82.19757886,29.32672441,,,,
996,,REDDICK,MARION,,,FIRE STATION,-82.21757183,29.42423674,,,,
997,,BELLEVIEW,MARION,,,FIRE STATION,-82.05394759,29.05846128,,,,
998,,ANTHONY,MARION,,,FIRE STATION,-82.10866990,29.28954170,,,,
999,,STUART,MARTIN,,,FIRE STATION,-80.17659589,27.21436408,,,,
1000,,STUART,MARTIN,,,FIRE STATION,-80.27973632,27.10182524,,,,
1001,,STUART,MARTIN,,,FIRE STATION,-80.24522077,27.15568603,,,,
1002,,STUART,MARTIN,,,FIRE STATION,-80.23950612,27.19300174,,,,
1003,,STUART,MARTIN,,,FIRE STATION,-80.19901668,27.14746161,,,,
1004,,STUART,MARTIN,,,FIRE STATION,-80.22328747,27.18529258,,,,
1005,,STUART,MARTIN,,,FIRE STATION,-80.23850997,27.17500840,,,,
1006,,STUART,MARTIN,,,FIRE STATION,-80.27937558,27.23490547,,,,
1007,,STUART,MARTIN,,,FIRE STATION,-80.24111333,27.16728421,,,,
1008,,PALM CITY,MARTIN,,,FIRE STATION,-80.26971507,27.16532387,,,,
1009,,HOBE SOUND,MARTIN,,,FIRE STATION,-80.11155443,27.05279174,,,,
1010,,HOBE SOUND,MARTIN,,,FIRE STATION,-80.16055770,27.10089211,,,,
1011,,HOBE SOUND,MARTIN,,,FIRE STATION,-80.13441968,27.05603358,,,,
1012,,JUPITER,MARTIN,,,FIRE STATION,-80.10866853,26.98042591,,,,
1013,,JENSEN BEACH,MARTIN,,,FIRE STATION,-80.23686205,27.23730518,,,,
1014,,INDIANTOWN,MARTIN,,,FIRE STATION,-80.47951783,27.02842823,,,,
1015,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.19452765,25.79412658,,,,
1016,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.40134534,25.76182431,,,,
1017,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.17691766,25.77738442,,,,
1018,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.28233750,25.66336306,,,,
1019,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.25672888,25.82465597,,,,
1020,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.19298596,25.92893408,,,,
1021,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.33524274,25.71247317,,,,
1022,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.34942417,25.80949108,,,,
1023,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.34942417,25.80949108,,,,
1024,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.34942417,25.80949108,,,,
1025,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.17675944,25.84783092,,,,
1026,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.21281345,25.95724905,,,,
1027,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.20789548,25.81034064,,,,
1028,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.22060904,25.81753723,,,,
1029,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.33877642,25.79114063,,,,
1030,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.35443349,25.82573560,,,,
1031,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.34694708,25.74770925,,,,
1032,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.36837210,25.76521051,,,,
1033,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.21378761,25.78053685,,,,
1034,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.23498108,25.76886239,,,,
1035,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.36742077,25.57087284,,,,
1036,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.31187676,25.80899448,,,,
1037,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.16269493,25.93292007,,,,
1038,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.40102947,25.68882009,,,,
1039,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.28855259,25.70588980,,,,
1040,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.28445401,25.67050454,,,,
1041,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.22857654,25.75499693,,,,
1042,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.14324196,25.96050757,,,,
1043,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.21552629,25.79474766,,,,
1044,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.29549605,25.76197582,,,,
1045,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.25090752,25.88214582,,,,
1046,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.32717555,25.73400223,,,,
1047,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.16692686,25.89571978,,,,
1048,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.21022178,25.89443273,,,,
1049,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.34215480,25.62925301,,,,
1050,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.17299557,25.96504546,,,,
1051,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.24165029,25.83332000,,,,
1052,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.34921261,25.81019134,,,,
1053,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.45616996,25.69821245,,,,
1054,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.44051008,25.75763652,,,,
1055,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.16967838,25.77483916,,,,
1056,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.41013325,25.62597513,,,,
1057,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.26480081,25.72432706,,,,
1058,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.29203993,25.77044552,,,,
1059,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.19704392,25.76303273,,,,
1060,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.19119930,25.77880674,,,,
1061,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.36445059,25.87021701,,,,
1062,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.23455031,25.85997823,,,,
1063,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.33090165,25.56637987,,,,
1064,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.19386194,25.85089826,,,,
1065,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.19465474,25.83300683,,,,
1066,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.24113345,25.73018814,,,,
1067,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.38737314,25.65876038,,,,
1068,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.34952447,25.60333175,,,,
1069,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.32122587,25.67419998,,,,
1070,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.38131741,25.69538587,,,,
1071,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.42088479,25.64942437,,,,
1072,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.26025041,25.74584786,,,,
1073,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.44364225,25.67309927,,,,
1074,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.42406422,25.72801567,,,,
1075,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.28858894,25.80654661,,,,
1076,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.29219345,25.79733412,,,,
1077,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.19371986,25.86276377,,,,
1078,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.26328249,25.77896822,,,,
1079,,MIAMI,MIAMI-DADE,,,FIRE STATION,-80.38754383,25.58627301,,,,
1080,,HOMESTEAD,MIAMI-DADE,,,FIRE STATION,-80.43122415,25.46219677,,,,
1081,,HOMESTEAD,MIAMI-DADE,,,FIRE STATION,-80.44887347,25.49903296,,,,
1082,,HOMESTEAD,MIAMI-DADE,,,FIRE STATION,-80.47680590,25.53614658,,,,
1083,,HOMESTEAD,MIAMI-DADE,,,FIRE STATION,-80.45887902,25.44739405,,,,
1084,,HOMESTEAD,MIAMI-DADE,,,FIRE STATION,-80.37735457,25.53755461,,,,
1085,,HOMESTEAD,MIAMI-DADE,,,FIRE STATION,-80.40428629,25.54560676,,,,
1086,,HOMESTEAD,MIAMI-DADE,,,FIRE STATION,-80.48301303,25.47191387,,,,
1087,,OPA LOCKA,MIAMI-DADE,,,FIRE STATION,-80.27988381,25.95529783,,,,
1088,,OPA LOCKA,MIAMI-DADE,,,FIRE STATION,-80.24515654,25.94481400,,,,
1089,,OPA LOCKA,MIAMI-DADE,,,FIRE STATION,-80.27676655,25.90909722,,,,
1090,,OPA LOCKA,MIAMI-DADE,,,FIRE STATION,-80.24464302,25.91336824,,,,
1091,,HIALEAH,MIAMI-DADE,,,FIRE STATION,-80.33859811,25.86795618,,,,
1092,,HIALEAH,MIAMI-DADE,,,FIRE STATION,-80.29774011,25.84394403,,,,
1093,,HIALEAH,MIAMI-DADE,,,FIRE STATION,-80.27993130,25.82670858,,,,
1094,,HIALEAH,MIAMI-DADE,,,FIRE STATION,-80.30748050,25.89006457,,,,
1095,,HIALEAH,MIAMI-DADE,,,FIRE STATION,-80.33246480,25.89097677,,,,
1096,,HIALEAH,MIAMI-DADE,,,FIRE STATION,-80.31829568,25.87210235,,,,
1097,,HIALEAH,MIAMI-DADE,,,FIRE STATION,-80.26712411,25.86116162,,,,
1098,,HIALEAH,MIAMI-DADE,,,FIRE STATION,-80.29911068,25.86629879,,,,
1099,,HIALEAH,MIAMI-DADE,,,FIRE STATION,-80.33276828,25.90193087,,,,
1100,,HIALEAH,MIAMI-DADE,,,FIRE STATION,-80.32654055,25.94186358,,,,
1101,,HIALEAH,MIAMI-DADE,,,FIRE STATION,-80.30895771,25.92403358,,,,
1102,,KEY BISCAYNE,MIAMI-DADE,,,FIRE STATION,-80.16409798,25.69071148,,,,
1103,,KEY BISCAYNE,MIAMI-DADE,,,FIRE STATION,-80.16080513,25.70286901,,,,
1104,,MIAMI BEACH,MIAMI-DADE,,,FIRE STATION,-80.13966528,25.76327603,,,,
1105,,MIAMI BEACH,MIAMI-DADE,,,FIRE STATION,-80.12521161,25.90202358,,,,
1106,,MIAMI BEACH,MIAMI-DADE,,,FIRE STATION,-80.15732596,25.84888718,,,,
1107,,MIAMI BEACH,MIAMI-DADE,,,FIRE STATION,-80.13710965,25.78157466,,,,
1108,,MIAMI BEACH,MIAMI-DADE,,,FIRE STATION,-80.13044394,25.79965151,,,,
1109,,MIAMI BEACH,MIAMI-DADE,,,FIRE STATION,-80.12133252,25.83139414,,,,
1110,,MIAMI BEACH,MIAMI-DADE,,,FIRE STATION,-80.12410706,25.85395458,,,,
1111,,NORTH MIAMI BEACH,MIAMI-DADE,,,FIRE STATION,-80.13577995,25.93171717,,,,
1112,,NORTH MIAMI BEACH,MIAMI-DADE,,,FIRE STATION,-80.14827834,25.93996873,,,,
1113,,NORTH MIAMI BEACH,MIAMI-DADE,,,FIRE STATION,-80.15540707,25.91953730,,,,
1114,,NORTH MIAMI BEACH,MIAMI-DADE,,,FIRE STATION,-80.19333265,25.93056004,,,,
1115,,NORTH MIAMI BEACH,MIAMI-DADE,,,FIRE STATION,-80.12319257,25.93561673,,,,
