latitude_dd,longitude_dd,latitude,longitude,eventName,hwmTypeName,hwmQualityName,verticalDatumName,verticalMethodName,approvalMember,markerName,horizontalMethodName,horizontalDatumName,flagMemberName,surveyMemberName,site_no,siteDescription,sitePriorityName,networkNames,stateName,countyName,siteZone,sitePermHousing,site_latitude,site_longitude,hwm_id,waterbody,site_id,event_id,hwm_type_id,hwm_quality_id,hwm_locationdescription,survey_date,elev_ft,vdatum_id,vcollect_method_id,bank,approval_id,marker_id,height_above_gnd,hcollect_method_id,peak_summary_id,hwm_notes,hwm_environment,flag_date,stillwater,hdatum_id,flag_member_id,survey_member_id,uncertainty,hwm_uncertainty,hwm_label,last_updated,last_updated_by,horizontal_datums,vertical_collect_methods,horizontal_collect_methods,hwm_types,hwm_qualities,event,peak_summary,survey_member,marker,approval,files,site,vertical_datums,flag_member,Links
33.2129,-80.6442,33.2129,-80.6442,2023 Idalia,Seed line,Poor: +/- 0.40 ft,,,,Nail and HWM tag,Map (digital or paper),NAD83,Laura LaPolice,,SCDOR33799,Polk Swamp at St Mark Bowman Road (S-18-16),,,SC,Dorchester County,,No,33.2129,-80.6442,45642,Polk Swamp,33799,336,5,4,"very faint seed line on the DSRB on a tall oak tree. 

Survey marker disc with nail flagged with pink tape. Tree is also flagged with pink tape. Pink flagging is also on guardrail where to enter the woods.",,,,,Right,,6,3.5,4,,HWM was unreliable and was not used.,Riverine,9/12/2023 4:00:00 AM,0,2,1598,,,0.4,HWM5,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.2297,-80.5398,33.2297,-80.5398,2023 Idalia,Seed line,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Map (digital or paper),NAD83,Laura LaPolice,Andy Caldwell,SCDOR33768,Indian Field Swamp at US 15,,,SC,Dorchester County,,No,33.2297,-80.5398,45643,Indian Field Swamp,33768,336,5,4,"Faint seed line on oak tree about 60-80 ft DS of bridge 10-20 ft landward of Right Edge of Water.

White disc with pink flagging labeled DSRB HWM-1. Pink flagging on tree as well.",3/15/2024 4:00:00 AM,81.5,2,6,Right,,6,,4,,Renamed 5P for SCDOT processing.,Riverine,9/13/2023 4:00:00 AM,0,2,1598,1381,0.117,0.4,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.2297,-80.5398,33.2297,-80.5398,2023 Idalia,Seed line,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Map (digital or paper),NAD83,Laura LaPolice,Andy Caldwell,SCDOR33768,Indian Field Swamp at US 15,,,SC,Dorchester County,,No,33.2297,-80.5398,45644,Indian Field Swamp,33768,336,5,4,"Faint seed line on small tree about 50 DS of bridge and 5 ft landward of Left Edge of Water.

White disc and pink flagging on small tree at front of the woods.",3/15/2024 4:00:00 AM,82.1,2,6,Left,,6,4,4,,Renamed 6P for SCDOT processing.,Riverine,9/13/2023 4:00:00 AM,0,2,1598,1381,0.117,0.4,HWM2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.2297,-80.5398,33.2297,-80.5398,2023 Idalia,Seed line,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Map (digital or paper),NAD83,Laura LaPolice,Andy Caldwell,SCDOR33768,Indian Field Swamp at US 15,,,SC,Dorchester County,,No,33.2297,-80.5398,45645,Indian Field Swamp,33768,336,5,4,"Faint seed line on large tree about 10 ft landward of ATT post next to road, then 40 Ft DS from bridge

White disc with pink flagging on large tree.",3/15/2024 4:00:00 AM,82.1,2,6,N/A,,6,,4,,,Riverine,9/13/2023 4:00:00 AM,0,2,1598,1381,0.117,0.4,HWM3,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.2297,-80.5398,33.2297,-80.5398,2023 Idalia,Seed line,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Map (digital or paper),NAD83,Laura LaPolice,Andy Caldwell,SCDOR33768,Indian Field Swamp at US 15,,,SC,Dorchester County,,No,33.2297,-80.5398,45646,Indian Field Swamp,33768,336,5,4,Seed line on medium size tree about 10 ft landward of ATT post next to road and 40 ft DS of bridge.,3/15/2024 4:00:00 AM,82,2,6,Left,,6,4,4,,,Riverine,9/13/2023 4:00:00 AM,0,2,1598,1381,0.117,0.4,HWM4,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.2317,-80.5398,33.2317,-80.5398,2023 Idalia,Seed line,Poor: +/- 0.40 ft,,,,Nail and HWM tag,Map (digital or paper),NAD83,Laura LaPolice,,SCDOR33770,Indian Field Swamp Tributary at US 15,,,SC,Dorchester County,,No,33.2317,-80.5398,45647,Indian Field Swamp Tributary,33770,336,5,4,"Faint line on medium tree on the USRB 80 ft US of bridge and 20 ft from Right Edge of Water.

White disc and green tape around a medium size tree.",,,,,N/A,,6,4,4,,HWM was unreliable and was not used.,Riverine,9/13/2023 4:00:00 AM,0,2,1598,,,0.4,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.2317,-80.5398,33.2317,-80.5398,2023 Idalia,Seed line,Poor: +/- 0.40 ft,,,,Nail and HWM tag,Map (digital or paper),NAD83,Laura LaPolice,,SCDOR33770,Indian Field Swamp Tributary at US 15,,,SC,Dorchester County,,No,33.2317,-80.5398,45648,Indian Field Swamp Tributary,33770,336,5,4,"Faint line on cypress tree. 60 Ds of bridge and 70 ft landward of Right Edge of Water.

White disc with green flagging and pink flagging around tree.",,,,,Right,,6,4,4,,HWM was unreliable and was not used.,Riverine,9/13/2023 4:00:00 AM,0,2,1598,,,0.4,HWM2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.1552,-80.5848,33.1552,-80.5848,2023 Idalia,Seed line,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Map (digital or paper),NAD83,Laura LaPolice,Andy Caldwell,SCDOR33829,Polk Swamp at Two Bridges Road (S-18-180),,,SC,Dorchester County,,No,33.1552,-80.5848,45649,Polk Swamp,33829,336,5,4,"Down Stream Right Bank HWM 1-faint debris on tree. 50 ft DS and 60 ft landward from bridge on Right Edge of Water.

White disc with green flagging on a medium size oak tree.",3/13/2024 4:00:00 AM,70.5,2,6,N/A,,6,5,4,,,Riverine,9/14/2023 4:00:00 AM,0,2,1598,1381,0.108,0.4,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.1552,-80.5848,33.1552,-80.5848,2023 Idalia,Seed line,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Map (digital or paper),NAD83,Laura LaPolice,Andy Caldwell,SCDOR33829,Polk Swamp at Two Bridges Road (S-18-180),,,SC,Dorchester County,,No,33.1552,-80.5848,45650,Polk Swamp,33829,336,5,4,"faint seed line on medium sized tree. Mark is 20 ft landward of bridge from Left Edge of Water and 15 ft DS of road

White disc with green flagging on medium sized oak tree",3/13/2024 4:00:00 AM,70.1,2,6,N/A,,6,3,4,,,Riverine,9/14/2023 4:00:00 AM,0,2,1598,1381,0.108,0.4,HWM2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.1552,-80.5848,33.1552,-80.5848,2023 Idalia,Seed line,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,,Stake,Map (digital or paper),NAD83,Laura LaPolice,Andy Caldwell,SCDOR33829,Polk Swamp at Two Bridges Road (S-18-180),,,SC,Dorchester County,,No,33.1552,-80.5848,45651,Polk Swamp,33829,336,5,4,"Up Stream Left Bank HWM 3. Faint seed line on medium size oak. Mark is 15 ft US and 20 ft landward from bridge on Left Edge of Water

White disc with green flagging",3/13/2024 4:00:00 AM,70.6,2,6,N/A,,7,3,4,,,Riverine,9/14/2023 4:00:00 AM,0,2,1598,1381,0.108,0.4,HWM3,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.1552,-80.5848,33.1552,-80.5848,2023 Idalia,Debris,Poor: +/- 0.40 ft,,,,Stake,Map (digital or paper),NAD83,Laura LaPolice,,SCDOR33829,Polk Swamp at Two Bridges Road (S-18-180),,,SC,Dorchester County,,No,33.1552,-80.5848,45652,Polk Swamp,33829,336,2,4,Up Stream Right Bank HWM 4 is a debris line 30 ft landward of bridge on the Right Edge of Water and 3 ft US from road.,,,,,N/A,,7,0,4,,HWM was unreliable and was not used.,Riverine,9/14/2023 4:00:00 AM,0,2,1598,,,0.4,HWM4,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.1805,-80.3941,33.1805,-80.3941,2023 Idalia,Seed line,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Map (digital or paper),NAD83,Laura LaPolice,Andy Caldwell,SCDOR33822,Little Walnut Branch at Taylor Pond Road (S-18-139),,,SC,Dorchester County,,No,33.1805,-80.3941,45653,Little Walnut Branch,33822,336,5,4,"faint seed line on a smaller tree. Mark is located on the Down Stream Right Bank 50 ft Down Stream of road/bridge and 25 ft landward from Right Edge of Water.

White disc with pink flagging labeled DSRB HWM 1",3/14/2024 4:00:00 AM,64.1,2,6,N/A,,6,1,4,,,Riverine,9/14/2023 4:00:00 AM,0,2,1598,1381,0.128,0.4,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.1805,-80.3941,33.1805,-80.3941,2023 Idalia,Seed line,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Map (digital or paper),NAD83,Laura LaPolice,Andy Caldwell,SCDOR33822,Little Walnut Branch at Taylor Pond Road (S-18-139),,,SC,Dorchester County,,No,33.1805,-80.3941,45654,Little Walnut Branch,33822,336,5,4,"Very faint seed line 20 ft landward of Left Edge of Water and 60 ft DS of road/bridge

White Disc and green flagging labeled Down Stream Left Bank of HWM 2.",3/14/2024 4:00:00 AM,64,2,6,Left,,6,1,4,,,Riverine,9/14/2023 4:00:00 AM,0,2,1598,1381,0.128,0.4,HWM2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.1104,-79.118,34.1104,-79.118,2023 Idalia,Seed line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,,Marker,Map (digital or paper),NAD83,Laura LaPolice,Andy Caldwell,SCHOR33790,Reedy Branch at Willoughby Road (S-26-897),,,SC,Horry County,,No,34.1104,-79.118,45655,Reedy Branch,33790,336,5,3,"seed line on the back side of the guardrail post. The last post on the DSRB guardrail just stream ward of yellow and black striped caution sign.

Sharpie line used to flag mark",3/20/2024 4:00:00 AM,54.2,2,6,N/A,,4,0.4,4,,,Riverine,9/15/2023 4:00:00 AM,0,2,1598,1381,0.041,0.2,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.1104,-79.118,34.1104,-79.118,2023 Idalia,Seed line,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Map (digital or paper),NAD83,Laura LaPolice,Andy Caldwell,SCHOR33790,Reedy Branch at Willoughby Road (S-26-897),,,SC,Horry County,,No,34.1104,-79.118,45656,Reedy Branch,33790,336,5,4,"faint seed line in large tree 30 DS from road and 10 ft from LEW.

white disc with pink flagging on large oak tree on the DSLB. Pink flagging around tree.",3/20/2024 4:00:00 AM,54.1,2,6,Left,,6,3.5,4,,,Riverine,9/15/2023 4:00:00 AM,0,2,1598,1381,0.041,0.4,HWM2,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.1104,-79.118,34.1104,-79.118,2023 Idalia,Seed line,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Map (digital or paper),NAD83,Laura LaPolice,Andy Caldwell,SCHOR33790,Reedy Branch at Willoughby Road (S-26-897),,,SC,Horry County,,No,34.1104,-79.118,45657,Reedy Branch,33790,336,5,4,"USRB HWM 3 seed line on a medium size oak tree on the USRB about 10 landward from REW and 20 ft US of road and just US of utility pole.

white disc with pink flagging",3/20/2024 4:00:00 AM,54.6,2,6,N/A,,6,4.5,4,,,Riverine,9/15/2023 4:00:00 AM,0,2,1598,1381,0.041,0.4,HWM3,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.2519,-79.0906,34.2519,-79.0906,2023 Idalia,Seed line,Poor: +/- 0.40 ft,NAVD88,RT-GNSS,,Nail and HWM tag,Map (digital or paper),NAD83,Laura LaPolice,Andy Caldwell,SCHOR33785,Gapway Swamp at Howard Road,,,SC,Horry County,,No,34.2519,-79.0906,45658,Gapway Swamp,33785,336,5,4,"faint seed line on no hunting post next to entrance gate on the DSLB 50 ft DS of road/bridge.

White disc with pink flagging on No hunting post next to entrance gate.",3/20/2024 4:00:00 AM,55.8,2,6,Left,,6,1,4,,,Riverine,9/15/2023 4:00:00 AM,0,2,1598,1381,0.041,0.4,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
34.24495,-79.11368,34.24495,-79.11368,2023 Idalia,Cut line,Fair: +/- 0.20 ft,NAVD88,RT-GNSS,,Stake,Map (digital or paper),WGS84 (from Digital Map),Laura LaPolice,Andy Caldwell,SCHOR18854,"Site #25, SCDOT structure #2670070800100, Road:S-26-708",,,SC,Horry County,,No,34.24495,-79.11368,45659,Gap Swamp,18854,336,11,3,"Cut line in on the REW about 50 ft DS of road. 

obvious cut line with sand deposited.",3/20/2024 4:00:00 AM,50.6,2,6,N/A,,7,,4,,,Riverine,9/15/2023 4:00:00 AM,0,4,1598,1381,0.041,0.2,HWM1,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.3783,-80.7005,33.3783,-80.7005,2023 Idalia,Seed line,Fair: +/- 0.20 ft,NAVD88,Static-GNSS,,Nail,Phone/Car GPS,NAD83,Andy Caldwell,Andy Caldwell,SCORA33758,Cow Castle Creek at Country Road,,,SC,Orangeburg County,,No,33.3783,-80.7005,45873,Cow Castle Creek,33758,336,5,3,"Seed line in 14"" diameter white oak tree 30 downstream of bridge and 15"" above ground.",9/8/2023 4:00:00 AM,127.6,2,7,Right,,5,1.25,3,,Flagged by Tim Lanier,Riverine,4/23/2024 4:00:00 AM,0,2,1381,1381,0.272,,1F,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.3783,-80.7005,33.3783,-80.7005,2023 Idalia,Seed line,Good: +/- 0.10 ft,NAVD88,Static-GNSS,,Nail,Phone/Car GPS,NAD83,Andy Caldwell,Andy Caldwell,SCORA33758,Cow Castle Creek at Country Road,,,SC,Orangeburg County,,No,33.3783,-80.7005,45874,Cow Castle Creek,33758,336,5,2,Seed line in small diameter scrub oak with fork and 40 ft downstream.,9/26/2023 4:00:00 AM,127.4,2,7,Right,,5,1.2,3,,HWM was flagged by Tim Lanier.,Riverine,9/8/2023 4:00:00 AM,0,2,1381,1381,0.272,,2G,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.3783,-80.7005,33.3783,-80.7005,2023 Idalia,Seed line,Fair: +/- 0.20 ft,NAVD88,Static-GNSS,,Nail,Phone/Car GPS,NAD83,Andy Caldwell,Andy Caldwell,SCORA33758,Cow Castle Creek at Country Road,,,SC,Orangeburg County,,No,33.3783,-80.7005,45875,Cow Castle Creek,33758,336,5,3,Seed line in 18 in diameter birch 20 ft upstream of bridge.,9/26/2023 4:00:00 AM,128,2,7,Right,,5,1.5,3,,,Riverine,9/8/2023 4:00:00 AM,0,2,1381,1381,0.272,,3F,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.3783,-80.7005,33.3783,-80.7005,2023 Idalia,Seed line,Fair: +/- 0.20 ft,NAVD88,Static-GNSS,,Nail,Phone/Car GPS,NAD83,Andy Caldwell,Andy Caldwell,SCORA33758,Cow Castle Creek at Country Road,,,SC,Orangeburg County,,No,33.3783,-80.7005,45876,Cow Castle Creek,33758,336,5,3,Seed line in cedar stump 30 ft upstream and 15 ft from REW.,9/26/2023 4:00:00 AM,128.1,2,7,Right,,5,,3,,,Riverine,9/8/2023 4:00:00 AM,0,2,1381,1381,0.272,,4F,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.3783,-80.7005,33.3783,-80.7005,2023 Idalia,Seed line,Fair: +/- 0.20 ft,NAVD88,Static-GNSS,,Nail,Phone/Car GPS,NAD83,Andy Caldwell,Andy Caldwell,SCORA33758,Cow Castle Creek at Country Road,,,SC,Orangeburg County,,No,33.3783,-80.7005,45877,Cow Castle Creek,33758,336,5,3,Seed line in 5 in diameter scrub tree 12 ft from LEW and 35 ft downstream of bridge.,9/26/2023 4:00:00 AM,127.7,2,7,Left,,5,,3,,,Riverine,9/8/2023 4:00:00 AM,0,2,1381,1381,0.272,,5F,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
33.3783,-80.7005,33.3783,-80.7005,2023 Idalia,Seed line,Good: +/- 0.10 ft,NAVD88,Static-GNSS,,Nail,Phone/Car GPS,NAD83,Andy Caldwell,Andy Caldwell,SCORA33758,Cow Castle Creek at Country Road,,,SC,Orangeburg County,,No,33.3783,-80.7005,45878,Cow Castle Creek,33758,336,5,2,"Seed line in 14 in diameter oak tree, 12 ft from LEW, and 35 ft downstream of bridge.",9/26/2023 4:00:00 AM,127.7,2,7,Left,,5,,3,,,Riverine,9/8/2023 4:00:00 AM,0,2,1381,1381,0.272,,6G,,,,,,,,,,,,,System.Collections.Generic.HashSet`1[STNDB.file],,,,
