NAME,HAZUSID,ADDRESS,CITY,ZIP,COUNTY,LONGLAT,USNG,OWNERSHIP,PARCELID,FACILITY_TYPE,EFCLASS,BACKUP_POWER,KITCHENS,REPLACEMENT_COST,EQ_DESIGN_LEVEL,EQ_BUILD_TYPE,EQ_DF_TYPE,LD_SUS,LIQU_SUS,SOIL_TYPE,WATER_DEPTH,STRUC_DAMAGE,FLOOD_BLDG_TYPE,CONTENT_DAMAGE_FUNCT_ID,FIRST_FLOOR_HEIGHT,FLOOD_RETURN_PERIOD,FLOOD_STR_FOUND_TYPE,x,y
GAINESVILLE FD ST 8,FL007281,4127 NW 34TH ST,GAINESVILLE,32601,ALACHUA,"-82.37061276,29.69186153",17R LN 67394 85427,M,06081 000 000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9169454.668875106,3464002.6914478964
ALACHUA COUNTY FD ST 25,FL008056,7405 SE 221ST ST,HAWTHORNE,32640,ALACHUA,"-82.08679035,29.58612338",17R LN 94746 73418,C,19493 001 000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9137859.702675177,3450460.030619542
GAINESVILLE FD ST 2,FL006639,2210 SW ARCHER RD,GAINESVILLE,32608,ALACHUA,"-82.35492015,29.63559258",17R LN 68839 79174,M,15505 002 001,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9167707.775708692,3456794.1439952976
GAINESVILLE FIRE RESCUE DEPT,,1025 NE 13TH ST,GAINESVILLE,32601,ALACHUA,"-82.30834182,29.66056646",17R LN 73380 81889,M,10515 010 003,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9162522.699354593,3459993.019443484
ALACHUA COUNTY FD ST 27,FL008057,429 W STATE ROAD 24,ARCHER,32618,ALACHUA,"-82.52496731,29.53357700",17R LN 52228 68073,C,04963 000 000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9186637.338939657,3443735.3094435344
ALACHUA CO FIRE RESCUE HQ,FL007280,911 SE 5TH ST,GAINESVILLE,32601,ALACHUA,"-82.31939272,29.64328610",17R LN 72289 79986,C,16001 002 000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9163752.879946794,3457779.513899003
ALACHUA COUNTY FD ST 15,FL006651,8815 SW ARCHER RD,GAINESVILLE,32608,ALACHUA,"-82.43644934,29.58904961",17R LN 60883 74111,C,07061 007 001,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9176783.563373929,3450834.6223463863
ALACHUA COUNTY FRS 8,FL008055,5715 NE US HWY 301,HAWTHORNE,32694,ALACHUA,"-82.13456659,29.70689838",17R LN 90249 86846,C,18820 002 000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9143178.12965012,3465929.726877041
ALACHUA CO FIRE ST 2,,3600 SW 23 St,GAINESVILLE,32608,ALACHUA,"-82.35595783,29.61934912",17R LN 68718 77375,,,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9167823.289259454,3454713.963172236
ALACHUA COUNTY FD ST 12,FL006638,1320 SE 43RD ST,GAINESVILLE,32641,ALACHUA,"-82.27287642,29.63878247",17R LN 76786 79437,C,16125 005 001,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9158574.708993154,3457202.6888211165
GAINESVILLE FD ST 5,FL006636,1244 NW 30TH AVE,GAINESVILLE,32609,ALACHUA,"-82.33850482,29.68031480",17R LN 70486 84111,M,08300 002 000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9165880.428827273,3462523.125039875
GAINESVILLE FD ST 3,FL008053,900 NE WALDO RD,GAINESVILLE,32641,ALACHUA,"-82.30674589,29.65993415",17R LN 73534 81818,M,10515 010 001,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9162345.041791119,3459912.018246709
ALACHUA CO FRS 10,FL008053,900 NE WALDO RD,GAINESVILLE,32641,ALACHUA,"-82.30674589,29.65993415",17R LN 73534 81818,M,10515 010 001,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9162345.041791119,3459912.018246709
ALACHUA COUNTY FD ST 26 SUBSTATION,FL007286,704 NE CHOLOKKA BLVD,MICANOPY,32667,ALACHUA,"-82.27998208,29.50849416",17R LN 75939 65007,C,16637 000 000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9159365.707466342,3440526.519439474
HIGH SPRINGS FD ST 29,FL007282,205 NW 1ST AVE,HIGH SPRINGS,32643,ALACHUA,"-82.59944557,29.82761126",17R LP 45461 00756,M,00676 002 000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9194928.220559042,3481410.0685983445
ALACHUA COUNTY FIRE RESCUE STATION 20,FL007282,205 NW 1ST AVE,HIGH SPRINGS,32643,ALACHUA,"-82.59944557,29.82761126",17R LP 45461 00756,M,00676 002 000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9194928.220559042,3481410.0685983445
GAINESVILLE FD ST 7,FL008054,5601 NW 43RD ST,GAINESVILLE,32653,ALACHUA,"-82.38810021,29.70642201",17R LN 65721 87061,M,06020 001 000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9171401.362949636,3465868.673851658
ALACHUA COUNTY FD ST 30,FL006648,1401 SE COUNTY ROAD 234,GAINESVILLE,32641,ALACHUA,"-82.18703327,29.63841672",17R LN 85096 79308,C,17821 124 007,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9149018.693587637,3457155.844588967
ALACHUA COUNTY FRS 6,FL006640,5901 NW 34TH ST,GAINESVILLE,32653,ALACHUA,"-82.35290756,29.70979567",17R LN 69130 87394,C,07879 003 002,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9167483.735283405,3466301.0600839616
LACROSSE FIRE AND RESCUE STATION 22,FL006644,20421 N STATE ROAD 121,ALACHUA,32615,ALACHUA,"-82.40441773,29.84331315",17R LP 64327 02250,M,05565 000 000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9173217.821284365,3483425.0683951317
GAINESVILLE FD ST 1,FL006637,525 S MAIN ST,GAINESVILLE,32601,ALACHUA,"-82.32454197,29.64678700",17R LN 71795 80380,M,12866 001 000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9164326.0913589,3458227.92587703
ALACHUA COUNTY FD ST 21,FL006646,15040 NW US HWY 441,ALACHUA,32615,ALACHUA,"-82.49322052,29.79267387",17R LN 55675 96746,C,03376 002 000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9183103.302683588,3476927.743077159
ALACHUA CO FIRE ST 28,FL006652,310 NW 250TH ST,NEWBERRY,32669,ALACHUA,"-82.60709509,29.64961533",17R LN 44447 81040,C,02041 000 000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9195779.761312243,3458590.2035475667
ALACHUA COUNTY FD ST 17,FL006650,3509 NW 143RD ST,NEWBERRY,32669,ALACHUA,"-82.49477119,29.68589740",17R LN 55372 84915,C,04341 001 001,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9183275.92161387,3463238.442184841
ALACHUA COUNTY FD ST 16,FL007287,1600 FORT CLARKE BLVD,GAINESVILLE,32606,ALACHUA,"-82.43616689,29.66754728",17R LN 61018 82810,C,06324 000 000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9176752.120870808,3460887.3274804777
ALACHUA COUNTY FRS 5,FL006643,16929 NW US HIGHWAY 441,HIGH SPRINGS,32643,ALACHUA,"-82.55667076,29.81075897",17R LN 49569 98832,C,03036 001 001,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9190166.550385872,3479247.793561947
GAINESVILLE FD ST 4,FL006642,10 SW 36TH ST,GAINESVILLE,32607,ALACHUA,"-82.37691215,29.65146070",17R LN 66731 80957,M,06484 107 000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9170155.91317058,3458826.581889603
ALACHUA CO FRS 9,,6005 SW STATE ROAD 45,NEWBERRY,32669,ALACHUA,"-82.57150054,29.59870971",17R LN 47816 75351,,,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9191817.394325905,3452071.3086031904
ALACHUA COUNTY FD ST 19,FL006641,1800 SW 43RD ST,GAINESVILLE,32606,ALACHUA,"-82.38961597,29.63582580",17R LN 65481 79239,C,06680 002 000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9171570.096212368,3456824.0130530014
ALACHUA COUNTY FD ST 31 (SUBSTATION),FL007285,20020 SE 219TH AVE,HAWTHORNE,32640,ALACHUA,"-82.10794753,29.45367890",17R LN 92557 58761,C,20317 000 000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9140214.908692662,3433516.8927642456
ALACHUA COUNTY FD ST 23,FL007283,263 SW 2ND WAY,WALDO,32694,ALACHUA,"-82.16946133,29.79067945",17R LN 86968 96164,C,17191 001 000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9147062.594033256,3476671.915401074
GAINESVILLE FIRE RESCUE ST 6,FL006647,3681 NE 47TH AVE,GAINESVILLE,32609,ALACHUA,"-82.27910233,29.69590866",17R LN 76253 85774,M,08161 000 000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9159267.774819074,3464521.320000737
BAKER COUNTY VFD ST 40,FL007901,26461 COUNTY ROAD 250,SANDERSON,32087,BAKER,"-82.29259762,30.43780580",17R LP 75877 68008,C,031S20000000000181,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9160770.063571785,3559950.7481497466
MACCLENNY TWIN BRIDGES VFD ST 20,FL006060,14496 N STATE ROAD 121,MACCLENNY,32063,BAKER,"-82.12556286,30.33869178",17R LP 91809 56852,M,082S22000000000123,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9142175.838711482,3547160.2285730815
BAKER COUNTY VFD ST 70,FL006663,14275 W US 90,SANDERSON,32087,BAKER,"-82.27369681,30.24958987",17R LP 77458 47128,C,123S20005000420010,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9158666.034330688,3535672.8078384777
MACCLENNY FD,FL006661,118 E MACCLENNY AVE,MACCLENNY,32063,BAKER,"-82.12099237,30.28281132",17R LP 92187 50655,M,322S22004900280230,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9141667.054340595,3539954.6476289025
BAKER COUNTY VFD ST 50,FL006063,10058 S GLEN AVE,GLEN SAINT MARY,32040,BAKER,"-82.16112094,30.27589154",17R LP 88319 49927,C,362S21005100340030,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9146134.14591791,3539062.65269294
BAXTER VFD ST 60,FL007902,27310 COUNTY ROAD 127,SANDERSON,32087,BAKER,"-82.23130720,30.50881310",17R LP 81849 75812,C,081N21000000000026,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9153947.245305862,3569122.1294352
BAKER COUNTY VOL FD ST 30,FL006664,19145 N COUNTY ROAD 125,GLEN SAINT MARY,32040,BAKER,"-82.23464918,30.37741996",17R LP 81369 61254,C,291S21000000000046,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9154319.27237741,3552156.499488607
MACCLENNY FD ST 2,FL007900,712 HARTLINE DR,MACCLENNY,32063,BAKER,"-82.12959048,30.27020215",17R LP 91346 49266,M,053S22003300020005,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9142624.191812303,3538329.3079706333
BAKER COUNTY  VFD ST 80,FL006062,5644 LULU RD,SANDERSON,32087,BAKER,"-82.43265627,30.20363774",17R LP 62099 42217,C,293S19005800020010,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9176361.320788942,3529752.524318466
BAKER COUNTY VFD ST 10,FL006061,4980 JEFF STARLING RD,MACCLENNY,32063,BAKER,"-82.12398324,30.25039324",17R LP 91864 47065,C,083S22000000000741,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9141999.995850872,3535776.3348900327
BAKER COUNTY VFD,FL006662,1190 W MACCLENNY AVE,MACCLENNY,32063,BAKER,"-82.13964792,30.27944278",17R LP 90389 50300,C,312S22000000000387,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9143743.779880293,3539520.41809714
SOUTHPORT FD,FL006066,2115 STATE HWY 2321,PANAMA CITY,32409,BAY,"-85.63588903,30.28598845",16R FU 31192 51263,C,07917-000-000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9532943.560897654,3540364.2168280557
LYNN HAVEN FD ST 2,FL006075,1200 MOSLEY DR,LYNN HAVEN,32444,BAY,"-85.63199072,30.21343836",16R FU 31664 43227,M,11823-040-000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9532509.60245882,3531014.9633165128
PANAMA CITY INTL AIRPORT FIRE DEPT,FL007291,"3173 AIRPORT RD, BOX A",PANAMA CITY,32405,BAY,"-85.68093289,30.20681091",16R FU 26961 42437,M,11732-000-000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9537957.81994095,3530161.253925081
GREEN HILLS-FOUNTAIN FD,FL007903,17835 PARK PL,FOUNTAIN,32438,BAY,"-85.42402000,30.47137285",16R FU 51285 72074,C,01613-000-000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9509358.407920796,3564285.4721647594
BAYOU GEORGE FD,FL006068,9033 COUNTY HIGHWAY 2301,YOUNGSTOWN,32466,BAY,"-85.55011505,30.31333073",16R FU 39404 54396,M,05288-140-000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9523395.245151306,3543889.504245781
PANAMA CITY FD ST 5,FL006076,629 JACKSON WAY,PANAMA CITY,32405,BAY,"-85.67384600,30.20766498",16R FU 27643 42539,M,11773-035-000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9537168.911296345,3530271.2666958966
BEAR CREEK-YOUNGSTOWN FD,FL006067,11711 US HIGHWAY 231,YOUNGSTOWN,32466,BAY,"-85.43927033,30.36021161",16R FU 49991 59733,C,03631-020-000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9511056.066451533,3549936.2295387792
MEXICO BEACH FD,,118 14TH ST,PORT SAINT JOE,32456,BAY,"-85.40519437,29.94135693",16R FU 53915 13356,M,04420-025-000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9507262.748189006,3496014.0485315644
PANAMA CITY FD ST 3,FL007905,2103 E 6TH ST,PANAMA CITY,32401,BAY,"-85.63276017,30.15874447",16R FU 31662 37165,M,22342-000-000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9532595.257334713,3523971.328704744
PANAMA CITY BEACH FD ST 1,FL007906,17121 PANAMA CITY BEACH PKWY,PANAMA CITY BEACH,32413,BAY,"-85.89030115,30.23044132",16R FU 06783 44841,M,33385-000-000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9561264.587592924,3533205.4510281715
THOMAS DRIVE FIRE ST 2,FL007293,2911 ALLISON AVENUE,PANAMA CITY,32408,BAY,"-85.78629835,30.17172259",16R FU 16861 38435,C,30197-883-000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9549687.049575167,3525642.3347606896
LYNN HAVEN FD ST 1,FL007904,1412 PENNSYLVANIA AVE,LYNN HAVEN,32444,BAY,"-85.64790639,30.23665950",16R FU 30101 45782,M,10231-000-000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9534281.326909028,3534006.631781993
NORTHWEST SIDE FD,FL007292,2311 MICHIGAN AVE,PANAMA CITY,32405,BAY,"-85.70861365,30.19121092",16R FU 24316 40677,C,27052-010-000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9541039.228359021,3528151.9785727044
PARKER FIRE STATION,,1001 W PARK ST,PANAMA CITY,32404,BAY,"-85.60507317,30.12920022",16R FU 34369 33923,M,25876-000-000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9529513.15446493,3520168.1614274816
WEST BAY VFD ST 6,FL006064,6224 LAIRD PARK RD,PANAMA CITY BEACH,32413,BAY,"-85.85958629,30.28999253",16R FU 09672 51470,C,32641-010-000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9557845.425370997,3540880.4078040905
PANAMA CITY FD ST 4,FL006078,211 W 19TH ST,PANAMA CITY,32405,BAY,"-85.66333142,30.18215071",16R FU 28688 39724,M,14195-010-000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9535998.4328689,3526985.172785861
NWF INTLA AIRPORT FD,,6300 W BAY PKWY,PANAMA CITY,32409,BAY,"-85.79457031,30.35580316",16R FU 15848 58828,,,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9550607.879511472,3549367.50080064
PANAMA CITY FD ST 2,FL006079,2001 BECK AVE,PANAMA CITY,32405,BAY,"-85.70160495,30.18459726",16R FU 25000 39952,M,28471-000-000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9540259.023080714,3527300.2366808974
PANAMA CITY BEACH FD ST 2,FL006081,10015 HUTCHISON BLVD,PANAMA CITY BEACH,32407,BAY,"-85.80442422,30.18155695",16R FU 15104 39507,M,34881-060-000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9551704.811553158,3526908.709057283
CALLAWAY FD ST 2,FL006069,11743 BAY VISTA RD,PANAMA CITY,32404,BAY,"-85.50721647,30.13520664",16R FU 43788 34708,M,06671-120-000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9518619.796732297,3520941.262386308
CALLAWAY FD,,323 S BERTHE AVE,PANAMA CITY,32404,BAY,"-85.57421836,30.14065320",16R FU 37326 35229,C,06912-000-000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9526078.413082331,3521642.3435672154
TYNDALL AFB FD ST 1,FL006071,1129 FLORIDA AVE,PANAMA CITY,32403,BAY,"-85.58458984,30.06728785",16R FU 36427 27085,F,07407-000-000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9527232.960230602,3512202.004242604
SANDHILLS FD,FL006065,13010 STATE HIGHWAY 77,PANAMA CITY,32409,BAY,"-85.68439657,30.38657328",16R FU 26397 62356,C,07504-005-000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9538343.395487532,3553337.6464206167
HILAND PARK FD,FL007290,2801 LAFAYETTE RD,PANAMA CITY,32405,BAY,"-85.62347010,30.20107323",16R FU 32501 41866,C,12293-000-000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9531561.091103056,3529422.2044722075
SPRINGFIELD FD,FL007289,3726 E 3RD ST,PANAMA CITY,32401,BAY,"-85.61064815,30.15272965",16R FU 33800 36524,M,23479-000-000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9530133.75861058,3523196.9619627027
PANAMA CITY FD ST 1,FL006077,600 E US HIGHWAY 98-BR,PANAMA CITY,32401,BAY,"-85.65196126,30.15779701",16R FU 29815 37038,M,20482-000-000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9534732.713162532,3523849.3466241877
WEST END ST 4,FL006082,20512 PANAMA CITY BEACH PKWY,PANAMA CITY BEACH,32413,BAY,"-85.94732262,30.25553479",16R FU 01270 47570,C,36568-010-000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9567612.189141989,3536438.92903198
THOMAS DRIVE FIRE ST 1,FL007294,2913 THOMAS DR,PANAMA CITY,32408,BAY,"-85.74907986,30.15374025",16R FU 20466 36481,C,31142-040-000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9545543.906433111,3523327.0661898595
THOMAS DRIVE ST 3,FL006080,4024 HOLIDAY DR,PANAMA CITY,32408,BAY,"-85.77032914,30.15611193",16R FU 18417 36722,C,30768-015-000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9547909.36450216,3523632.401175547
WEST END ST 5,FL007295,23104 LAKEVIEW DR,PANAMA CITY BEACH,32413,BAY,"-85.97496531,30.26711465",16R EU 98598 48828,C,35260-000-000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9570689.359127428,3537931.358081563
STATION 5 - LAWTEY VFD,FL007907,22617 PARKER ST,LAWTEY,32058,BRADFORD,"-82.07246133,30.04522808",17R LP 96607 24281,M,01452-0-00100,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9136264.60319093,3509364.8168632872
STATION 8 - BROOKER VFD,FL006083,11770 N PINE ST,BROOKER,32622,BRADFORD,"-82.33440915,29.88933555",17R LP 71150 07270,M,00275-0-00102,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9165424.501421321,3489332.8768129693
STATION 9 - SAMPSON CITY VFD,FL006667,13641 SW COUNTY ROAD 227,STARKE,32091,BRADFORD,"-82.15694367,29.90031886",17R LP 88300 08302,C,02403-0-00000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9145669.134772675,3490743.1870668274
STATION 1 - STARKE FIRE RESCUE,FL006666,105 E JACKSON ST,STARKE,32091,BRADFORD,"-82.10863119,29.94558764",17R LP 93013 13272,M,03048-0-00100,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9140291.013773149,3496557.5570866563
STATION 4 - HEILBRON SPRINGS VFD,FL006669,21412 NW STATE ROAD 16,STARKE,32091,BRADFORD,"-82.15231246,30.01992527",17R LP 88880 21552,C,00607-0-00500,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9145153.590336744,3506111.30782294
STATION 2 - THERESSA VFD,FL006670,1692 SE 81ST ST,STARKE,32091,BRADFORD,"-82.06836183,29.83478792",17R LP 96785 00957,C,05380-0-00300,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9135808.248614602,3482330.9993599956
STATION 3 - NEW RIVER VFD,FL006668,20173 NW COUNTY ROAD 235,BROOKER,32622,BRADFORD,"-82.25431467,30.00369516",17R LP 79023 19857,C,00072-0-00200,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9156508.42432419,3504024.8306398294
STATION 7 - HAMPTON VFD,FL006671,5796 NAVARRE AVE,HAMPTON,32044,BRADFORD,"-82.13584770,29.86413801",17R LP 90297 04272,M,05079-0-01303,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9143320.741795294,3486097.97817437
INDIALANTIC FIRE RESCUE ST 57,FL006707,216 4TH AVE,INDIALANTIC,32903,BREVARD,"-80.57020499,28.09159380",17R NM 42222 07423,M,27 3831EO   19   17,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8969034.1925275,3260526.588007996
COCOA FD ST 33,FL006683,2003 MICHIGAN AVE,COCOA,32926,BREVARD,"-80.75952383,28.38810358",17R NM 23559 40219,M,24 361900    1,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8990109.069280453,3297993.4757340224
PALM BAY FD ST 2,FL006107,150 MALABAR RD SE,PALM BAY,32909,BREVARD,"-80.66914123,27.99874865",17R NL 32531 97107,M,29 3706GK    A,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8980047.724364063,3248816.023500342
ROCKLEDGE FD ST 35,FL006688,1800 US HWY 1,ROCKLEDGE,32955,BREVARD,"-80.72239519,28.33146070",17R NM 27210 33952,M,25 360480    7   17,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8985975.928029567,3290828.0390574317
TIMOTHY J. MILLS FIRE RESCUE CENTER,FL006689,1040 FLORIDA AVE S,ROCKLEDGE,32955,BREVARD,"-80.72551276,28.34294316",17R NM 26902 35223,C,25 360400    8,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8986322.974876158,3292280.2835088773
MALABAR FIRE & RESCUE ST 99,FL006704,1840 MALABAR RD,MALABAR,32950,BREVARD,"-80.58465189,27.99940630",17R NL 40838 97206,M,28 373600  510,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-8970642.413637929,3248898.938055549
