NAME,HAZUSID,ADDRESS,CITY,ZIP,COUNTY,LONGLAT,USNG,OWNERSHIP,PARCELID,FACILITY_TYPE,EFCLASS,BACKUP_POWER,KITCHENS,REPLACEMENT_COST,EQ_DESIGN_LEVEL,EQ_BUILD_TYPE,EQ_DF_TYPE,LD_SUS,LIQU_SUS,SOIL_TYPE,WATER_DEPTH,STRUC_DAMAGE,FLOOD_BLDG_TYPE,CONTENT_DAMAGE_FUNCT_ID,FIRST_FLOOR_HEIGHT,FLOOD_RETURN_PERIOD,FLOOD_STR_FOUND_TYPE,x,y
OCHOPEE FIRE STATION 61,,525 NEWPORT DR,NAPLES,34114,COLLIER,"-81.51174957,25.95730998",17R MJ 48766 71056,C,01067080606,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9073846.45596634,2993794.561687155
OCHOPEE FIRE STATION 60,FL006837,201 BUCKNER AVE N,OCHOPEE,34141,COLLIER,"-81.38421264,25.85857111",17R MJ 61502 60077,C,83495520002,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9059649.109631998,2981574.887950752
NORTH COLLIER FIRE STATION 11 WAREHOUSE,FL006181,18665 IMMOKALEE RD,NAPLES,34120,COLLIER,"-81.59229804,26.36531329",17R MK 40908 16276,C,00110720005,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9082813.07034632,3044397.363843134
IMMOKALEE FIRE STATION 32,,4817 AVE MARIA BLVD,IMMOKALEE,34142,COLLIER,"-81.44692261,26.34179913",17R MK 55402 13614,M,22671005344,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9066629.951804772,3041476.187206
GREATER NAPLES FIRE STATION 70,FL006833,4741 GOLDEN GATE PKWY,NAPLES,34116,COLLIER,"-81.70417720,26.18274801",17R MJ 29635 96113,C,36110040005,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9095267.402100597,3021732.7295630984
NAPLES FIRE DEPARTMENT HQ,FL006826,355 RIVERSIDE CIR,NAPLES,34102,COLLIER,"-81.78946403,26.15172793",17R MJ 21092 92726,M,20760920002,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9104761.488319395,3017885.2654277314
NORTH COLLIER FIRE STATION 48,,16280 LIVINGSTON RD,NAPLES,34109,COLLIER,"-81.76158450,26.29819507",17R MK 23974 08931,,,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9101657.952933442,3036060.8007598864
NORTH COLLIER FIRE STATION 45 & HQ,FL006828,1885 VETERANS PARK DR,NAPLES,34109,COLLIER,"-81.78346031,26.26952096",17R MK 21771 05768,M,00167720304,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9104093.157488573,3032500.7437189724
NORTH COLLIER FIRE STATION 40,FL006827,1441 PINE RIDGE RD,NAPLES,34109,COLLIER,"-81.78955982,26.21177495",17R MJ 21123 99376,C,00240200000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9104772.151192019,3025333.90866415
MARCO ISLAND FIRE STATION 51,FL006179,751 ELKCAM CIR E,MARCO ISLAND,34145,COLLIER,"-81.72270787,25.95713361",17R MJ 27645 71136,C,56930760008,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9097330.226174848,2993772.7254612264
OCHOPEE FIRE STATION 66 (WAREHOUSE),FL006839,40808 E TAMIAMI TRL,OCHOPEE,34141,COLLIER,"-81.28162372,25.89535995",17R MJ 71790 64125,C,01148440000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9048228.963027665,2986126.5869975137
GREATER NAPLES FIRE STATION 22,FL006835,4375 BAYSHORE DR,NAPLES,34112,COLLIER,"-81.76998800,26.11284300",17R MJ 23013 88408,M,61840720000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9102593.42631891,3013063.757978371
NAPLES FIRE STATION 2,FL007936,977 26TH AVE N,NAPLES,34103,COLLIER,"-81.79862320,26.17771839",17R MJ 20194 95610,M,13801720000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9105781.082615541,3021108.828370389
GREATER NAPLES FIRE STATION 73,FL006173,14575 N. COLLIER BLVD,NAPLES,34119,COLLIER,"-81.69007820,26.25238456",17R MK 31085 03817,C,00204760803,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9093697.908386597,3030373.5796761843
PREVENTION/ESSENTIAL SERVICES,,"6495 TAYLOR RD, NAPLES, FL",NAPLES, ,COLLIER,"-81.78446638,26.22504279",17R MK 21641 00843,,,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9104205.152216,3026980.2604102623
NORTH COLLIER FIRE STATION 42,FL007938,7010 IMMOKALEE RD,NAPLES,34119,COLLIER,"-81.72562985,26.27238081",17R MK 27547 06051,C,41938010008,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9097655.499478249,3032855.771390321
GREATER NAPLES FIRE STATION 20,FL006834,4798 DAVIS BLVD,NAPLES,34112,COLLIER,"-81.75075756,26.13817938",17R MJ 24952 91203,M,00391360006,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9100452.70373737,3016205.140880775
IMMOKALEE FIRE STATION 30 & HQ,FL006183,502 NEW MARKET RD E,IMMOKALEE,34142,COLLIER,"-81.41024458,26.42181499",17R MK 59091 22463,M,00120400001,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9062546.972123044,3051419.0314583415
GREATER NAPLES FIRE STATION 24,FL006830,2795 N AIRPORT PULLING RD,NAPLES,34105,COLLIER,"-81.76818965,26.18175198",17R MJ 23238 96039,M,20767010957,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9102393.234595506,3021609.174509971
NORTH COLLIER FIRE STATION 47,FL006830,2795 N AIRPORT PULLING RD,NAPLES,34105,COLLIER,"-81.76818965,26.18175198",17R MJ 23238 96039,M,20767010957,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9102393.234595506,3021609.174509971
NAPLES FIRE STATION 3,FL006831,32433 TOWER DR,NAPLES,34104,COLLIER,"-81.77666800,26.14936000",17R MJ 22370 92432,M,20764680005,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9103232.770085847,3018357.951939866
ISLE OF CAPRI FIRE STATION 90,FL007939,175 CAPRI BLVD,NAPLES,34113,COLLIER,"-81.72733883,25.98432441",17R MJ 27198 74150,C,52500080002,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9097845.742081694,2997139.583371219
WEST COLUMBIA FD ST 43,FL006187,2318 SW PINEMOUNT RD,LAKE CITY,32024,COLUMBIA,"-82.73406599,30.16535049",17R LP 33018 38377,C,05-4S-16-02776-001,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9209914.097201606,3524821.863723895
DEEP CREEK FD ST 41,FL006843,11935 US HWY 441 N,LAKE CITY,32055,COLUMBIA,"-82.61854856,30.35842368",17R LP 44448 59613,C,33-1S-17-04640-007,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9197054.755607994,3549705.5678622425
ELLISVILLE FD ST 45,FL006189,12595 US HWY 441,LAKE CITY,32025,COLUMBIA,"-82.59704776,30.01873188",17R LP 45987 21935,C,27-5S-17-09416-003,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9194661.298185607,3505957.878646565
LULU FD ST 47,FL006188,262 SE COMMUNITY DR,LAKE CITY,32025,COLUMBIA,"-82.49534565,30.10982503",17R LP 55928 31898,C,00-00-00-10422-000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9183339.87081334,3517674.6522358865
LAKE CITY FD ST 1,FL006184,225 NW MAIN BLVD,LAKE CITY,32055,COLUMBIA,"-82.63883205,30.19097640",17R LP 42231 41082,M,00-00-00-12680-000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9199312.70342602,3528121.7756600417
SUWANNEE VALLEY FD ST 42,FL006842,7264 US HWY 41 NW,LAKE CITY,32055,COLUMBIA,"-82.69866332,30.27806908",17R LP 36614 50819,C,34-2S-16-01841-007,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9205973.090490378,3539343.342444434
COLUMBIA COUNTY FIRE RESCUE ADMINISTRATI,FL006186,508 SW STATE ROAD 247,LAKE CITY,32025,COLUMBIA,"-82.67304572,30.17530309",17R LP 38911 39393,M,01-4S-16-02676-001,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9203121.352166416,3526103.3827866353
LAKE CITY FD ST 2,FL006186,508 SW STATE ROAD 247,LAKE CITY,32025,COLUMBIA,"-82.67304572,30.17530309",17R LP 38911 39393,M,01-4S-16-02676-001,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9203121.352166416,3526103.3827866353
COLUMBIA CITY FD ST 44,FL006844,332 SW WINGATE ST,LAKE CITY,32024,COLUMBIA,"-82.70123100,30.06978767",17R LP 36023 27738,C,10-5S-16-03563-000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9206258.922890756,3512523.5549660865
SOUTH COLUMBIA FD ST 46,FL006190,495 SW DORTCH ST,FORT WHITE,32038,COLUMBIA,"-82.71603575,29.92555898",17R LP 34356 11774,C,00-00-00-14343-001,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9207906.979922604,3493984.728855849
DESOTO COUNTY FIRE RESCUE ST 2,FL006848,8789 SW COUNTY ROAD 761,ARCADIA,34269,DESOTO,"-81.99977247,27.09244868",17R MK 00885 97068,C,10-39-23-0000-0053-0000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9128172.916242206,3135026.7458865154
DESOTO COUNTY FIRE RESCUE ST 4,,8120 SW COUNTY ROAD 72,ARCADIA,34266,DESOTO,"-81.97762394,27.20093992",17R ML 03175 09069,C,,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9125707.353917079,3148599.045145609
DESOTO COUNTY FIRE RESCUE ST 1,FL006845,1985 SE CARLSTROM FIELD RD,ARCADIA,34266,DESOTO,"-81.84258211,27.20878422",17R ML 16556 09840,C,06-38-25-0104-0000-0010,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9110674.56559259,3149580.8824473647
DESOTO COUNTY FIRE RESCUE ST 3,FL006846,121 W HICKORY ST,ARCADIA,34266,DESOTO,"-81.86190107,27.21698706",17R ML 14649 10762,C,25-37-24-0012-0280-0020,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9112825.142086316,3150607.6691228654
OLD TOWN FD ST 21,FL006851,71 NE 84TH AVE,OLD TOWN,32680,DIXIE,"-82.97991934,29.60372641",17R LN 08267 76513,M,241013488000010060,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9237282.36645617,3452713.5929136197
OLD TOWN FD ST 22,FL006853,227 NE 211TH AVE,OLD TOWN,32680,DIXIE,"-83.01274591,29.64112041",17R LN 05160 80712,C,031013451400000060,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9240936.6035495,3457502.1292849965
CROSS CITY FD ST 41,FL006850,176 NE 210TH AVE,CROSS CITY,32628,DIXIE,"-83.12454576,29.63601544",17R KN 94324 80340,M,041012188600030031,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9253382.106785227,3456848.3007748225
HORSESHOE BEACH FD ST 61,FL007944,83 5TH AVE E,HORSESHOE BEACH,32648,DIXIE,"-83.28599990,29.44162156",17R KN 78266 59090,M,141210061400090060,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9271355.098715765,3431975.5419035438
JENA FD ST 51,FL006856,5351 SW COUNTY ROAD 358,STEINHATCHEE,32359,DIXIE,"-83.36232727,29.66257998",17R KN 71358 83730,M,300910000003550000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9279851.822522553,3460250.9635130265
DIXIE COUNTY FD ST 31,FL006852,9333 NE COUNTY ROAD 349,OLD TOWN,32680,DIXIE,"-82.98525250,29.73653735",17R LN 08003 91242,C,020913000039570000,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9237876.051102644,3469728.9312056717
SUWANNEE VFD ST 71,FL006855,21354 SE COUNTY ROAD 349,OLD TOWN,32680,DIXIE,"-83.12475768,29.34728986",17R KN 93719 48338,C,171312000029280300,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9253405.697527107,3419922.947026115
FIRST DISTRICT FD,FL006854,12756 STATE HWY 351 NE,OLD TOWN,32680,DIXIE,"-82.98507598,29.74870670",17R LN 08043 92590,C,350813389900000320,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9237856.401628321,3471289.156915662
JACKSONVILLE FIRE & RESCUE DEPT ST 9,FL006191,4560 N MAIN ST,JACKSONVILLE,32206,DUVAL,"-81.65344302,30.36605889",17R MP 37208 59529,C,0314000000R,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9089619.69869691,3550690.617524222
JACKSONVILLE FIRE & RESCUE DEPT ST 24,FL007318,9247 LEM TURNER RD,JACKSONVILLE,32208,DUVAL,"-81.68758366,30.40910542",17R MP 33957 64319,C,0369879000R,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9093420.217438467,3556245.670941173
JACKSONVILLE FIRE & RESCUE DEPT ST 30,FL006225,9735 FIRST FEDERAL DR,JACKSONVILLE,32225,DUVAL,"-81.54548175,30.32370869",17R MP 47560 54781,C,1208200110R,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9077601.505178954,3545227.8104553483
JACKSONVILLE FIRE & RESCUE DEPT ST 10,FL006200,1055 MCDUFF AVE S,JACKSONVILLE,32205,DUVAL,"-81.70504560,30.31170415",17R MP 32212 53536,C,0639070000R,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9095364.071027808,3543679.759411626
JACKSONVILLE FIRE & RESCUE DEPT ST 32,FL007320,8140 LENOX AVE,JACKSONVILLE,32220,DUVAL,"-81.78571865,30.30113421",17R MP 24447 52415,M,0061130000R,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9104344.55455927,3542316.8645575256
JACKSONVILLE FIRE & RESCUE DEPT ST 38,FL006192,469 TROUT RIVER DR,JACKSONVILLE,32208,DUVAL,"-81.64188372,30.38949435",17R MP 38334 62120,C,0332290250R,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9088332.92361067,3553714.604544959
JACKSONVILLE FIRE & RESCUE DEPT ST 47,FL006205,16519 ETHEL RD,JACKSONVILLE,32218,DUVAL,"-81.72355556,30.54784753",17R MP 30600 79716,C,0196250100R,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9097424.590957375,3574166.7115756636
JACKSONVILLE FIRE & RESCUE DEPT ST 37,FL007315,10151 BUSCH DR N,JACKSONVILLE,32218,DUVAL,"-81.63532073,30.42112964",17R MP 38984 65622,C,1087640080R,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9087602.334179187,3557797.8056294667
JACKSONVILLE FIRE & RESCUE DEPT ST 16,FL007316,2400 BARNSTORMER RD,JACKSONVILLE,32218,DUVAL,"-81.68370183,30.49632625",17R MP 34388 73983,C,0192800000R,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9092988.094049657,3567508.829614239
JACKSONVILLE FIRE & RESCUE DEPT ST 29,FL003281,13739 MCCORMICK RD,JACKSONVILLE,32225,DUVAL,"-81.48310856,30.35996544",17R MP 53574 58772,C,1609939050R,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9070658.153465379,3549904.4710137453
JACKSONVILLE FIRE & RESCUE DEPT ST 12,FL007945,3408 ATLANTIC BLVD,JACKSONVILLE,32207,DUVAL,"-81.63017760,30.30560165",17R MP 39407 52817,C, ,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9087029.804325495,3542892.881716441
JACKSONVILLE FIRE & RESCUE DEPT ST 60,FL006210,5777 NEW KINGS RD,JACKSONVILLE,32209,DUVAL,"-81.72175347,30.36775540",17R MP 30645 59757,C,0298680100R,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9097223.983111342,3550909.502635819
JACKSONVILLE FIRE & RESCUE DEPT ST 59,,14097 WM DAVIS PKWY,JACKSONVILLE,32224,DUVAL,"-81.44660942,30.26618912",17R MP 57040 48366,C,1677704005R,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9066595.08756075,3537812.067191954
JACKSONVILLE FIRE & RESCUE DEPT ST 14,FL006201,4242 HERSCHEL ST,JACKSONVILLE,32210,DUVAL,"-81.71368864,30.28458215",17R MP 31362 50535,C,0694150000R,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9096326.209950218,3540182.9263805244
JACKSONVILLE FIRE & RESCUE DEPT ST 53,FL006209,4220 JONES RD,JACKSONVILLE,32219,DUVAL,"-81.80732655,30.37250676",17R MP 22426 60339,C,0033570000R,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9106749.935087614,3551522.544924318
JACKSONVILLE FIRE & RESCUE DEPT ST 33,FL006207,10800 NEW KINGS RD,JACKSONVILLE,32219,DUVAL,"-81.75961921,30.43019135",17R MP 27053 66700,C,0037750010R,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9101439.17809738,3558967.653565949
JACKSONVILLE FIRE & RESCUE DEPT ST 45,FL007947,15725 SAWPIT RD,JACKSONVILLE,32226,DUVAL,"-81.48026901,30.52120349",17R MP 53922 76639,C,1596810180R,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9070342.055762682,3570723.171656817
JACKSONVILLE FIRE & RESCUE DEPT ST 35,FL006204,202 OCEANWAY AVE,JACKSONVILLE,32218,DUVAL,"-81.62934398,30.46630892",17R MP 39586 70626,C,1079610020R,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9086937.005205046,3563631.439216186
JACKSONVILLE FIRE & RESCUE DEPT ST 11,FL007310,2732 TALLEYRAND AVE,JACKSONVILLE,32206,DUVAL,"-81.62563120,30.35516271",17R MP 39874 58307,C,1153280000R,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9086523.700945478,3549284.8797011403
JACKSONVILLE FIRE & RESCUE DEPT ST 13,FL006857,1411 ATLANTIC BLVD,JACKSONVILLE,32207,DUVAL,"-81.65435958,30.30475863",17R MP 37081 52737,C,0813490000R,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9089721.729332572,3542784.182654642
JACKSONVILLE FIRE & RESCUE DEPT ST 52,FL006217,6130 COLLINS RD,JACKSONVILLE,32244,DUVAL,"-81.74341436,30.20391189",17R MP 28445 41614,C,0990944150R,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9099635.261805933,3529787.837108831
JACKSONVILLE FIRE & RESCUE DEPT ST 39,FL006194,1408 GATOR BOWL BLVD,JACKSONVILLE,32202,DUVAL,"-81.63957587,30.32097131",17R MP 38513 54525,C,1305830000R,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9088076.014369095,3544874.7940057204
JACKSONVILLE FIRE & RESCUE DEPT ST 5,FL007946,2433 FOREST ST,JACKSONVILLE,32204,DUVAL,"-81.68910375,30.32684020",17R MP 33755 55203,C,0558480100R,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9093589.432409711,3545631.667444396
JACKSONVILLE FIRE & RESCUE DEPT ST 55,FL007322,850 SEMINOLE RD,ATLANTIC BEACH,32233,DUVAL,"-81.40277830,30.33270925",17R MP 61283 55721,C,1703890000R,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9061715.829275487,3546388.60683366
NEPTUNE BEACH FIRE DEPARTMENT,,200 LEMON ST,NEPTUNE BEACH,32266,DUVAL,"-81.39696311,30.32384315",17R MP 61838 54737,M,1727930000R,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9061068.485485462,3545245.1508261054
JACKSONVILLE FIRE & RESCUE DEPT ST 18,FL006203,3504 N MYRTLE AVE,JACKSONVILLE,32209,DUVAL,"-81.67627046,30.35968997",17R MP 35011 58836,C,0866410000R,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9092160.83695848,3549868.931615266
JACKSONVILLE FIRE & RESCUE DEPT ST 34,FL006208,11248 ROSS BLVD,JACKSONVILLE,32218,DUVAL,"-81.70183367,30.43973883",17R MP 32609 67722,C,0198300000R,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9095006.521298083,3560200.3313954645
NAVAL AIR STATION MAYPORT FD,,3000 MAYPORT RD,ATLANTIC BEACH,32233,DUVAL,"-81.40985451,30.37145015",17R MP 60618 60017,,,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9062503.549978647,3551386.2133083185
JACKSONVILLE FIRE & RESCUE DEPT ST 1,FL006196,611 N LIBERTY ST,JACKSONVILLE,32202,DUVAL,"-81.65097923,30.32993199",17R MP 37422 55524,C,0740090000R,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9089345.430457804,3546030.41393425
JACKSONVILLE FIRE & RESCUE DEPT ST 41,FL006222,985 GAVAGAN RD,ATLANTIC BEACH,32233,DUVAL,"-81.41879260,30.36381344",17R MP 59756 59174,C,1683730000R,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9063498.533078032,3550400.9149099314
JACKSONVILLE FIRE & RESCUE DEPT ST 40,FL007313,9363 HECKSCHER DR,JACKSONVILLE,32226,DUVAL,"-81.44019906,30.39182252",17R MP 57711 62285,M,1608370000R,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9065881.489995368,3554015.058859051
JACKSONVILLE FIRE & RESCUE DEPT ST 50,FL006864,3275 TAMAYA BLVD,JACKSONVILLE,32246,DUVAL,"-81.48362199,30.28941639",17R MP 53491 50954,C,1670655000R,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9070715.307918383,3540806.133037199
JACKSONVILLE FIRE & RESCUE DEPT ST 22,FL006212,2032 JAMMES RD,JACKSONVILLE,32210,DUVAL,"-81.74815074,30.28105348",17R MP 28045 50165,C,0180910000R,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9100162.513420504,3539728.0472312765
JACKSONVILLE FIRE & RESCUE DEPT ST 44,FL007327,8275 WESTERN WAY,JACKSONVILLE,32256,DUVAL,"-81.56649022,30.21907210",17R MP 45483 43196,C,1526830025R,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9079940.157267649,3531740.7147241733
JACKSONVILLE FIRE & RESCUE DEPT ST 48,FL007314,9687 BLOUNT ISLAND BLVD,JACKSONVILLE,32226,DUVAL,"-81.54140041,30.40375152",17R MP 47995 63650,C,1602430000R,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9077147.171805093,3555554.6292200484
JACKSONVILLE FIRE & RESCUE DEPT ST 3,FL006195,1406 GATOR BOWL BLVD,JACKSONVILLE,32202,DUVAL,"-81.64145851,30.32111202",17R MP 38332 54542,M,1305880100R,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9088285.589244345,3544892.9396913294
JACKSONVILLE BEACH SOUTH BEACH ST 2,FL007323,2500 S BEACH PKWY,JACKSONVILLE BEACH,32250,DUVAL,"-81.39547339,30.26711477",17R MP 61959 48450,M,1808340010R,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9060902.650493123,3537931.372859625
FLORIDA ST - ST FIRE MARSHALL DIV ARSON,FL007311,921 N DAVIS ST,JACKSONVILLE,32209,DUVAL,"-81.66501365,30.33784548",17R MP 36078 56409,T,0751610000R,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9090907.73537431,3547051.0704453005
JACKSONVILLE FIRE & RESCUE DEPT ST 26,FL006211,6671 SANDYMAC RD ,JACKSONVILLE,32254,DUVAL,"-81.75675919,30.33666978",17R MP 27258 56334,C,0833250000R,FIRE STATION,EFFS,NO,NO,1260,PC,C3L,0,0,0,D,5,641,Concrete,479,1,0,7,-9101120.801686345,3546899.4275399162
