,CITY,COUNTY,FACILITY_TYPE,SHELTER_TYPE,Risk_Capacity_Spaces,Evacuation_Zone,General_Pop,SPECIAL_NEEDS,Pet_Friendly,rsig_Longitude,rsig_Latitude,Longitude,Latitude,rsisn_Longitude,rsisn_Latitude
1722,Winter Springs,SEMINOLE,SHELTER,RISK,1062,No,Yes, , ,-81.31767403, 28.71653401,,,,
1723,Winter Springs,SEMINOLE,SHELTER,RISK,314,No,Yes, , ,-81.26541899, 28.70408500,,,,
1724,Sanford,SEMINOLE,SHELTER,RISK,1437,No,Yes, , ,-81.28404237, 28.77575940,,,,
1725,Oviedo,SEMINOLE,SHELTER,RISK,206,No,Yes, , ,-81.15573499, 28.65353999,,,,
1726,Winter Springs,SEMINOLE,SHELTER,RISK,439,No,Yes, , ,-81.26541899, 28.70408500,,,,
1727,Geneva,SEMINOLE,SHELTER,RISK,178,No,Yes, , ,-81.11474497, 28.73909202,,,,
1728,Lake Mary,SEMINOLE,SHELTER,RISK,708,No,Yes, , ,-81.38344398, 28.78504798,,,,
1729,Lake Mary,SEMINOLE,SHELTER,RISK,690,No,Yes, , ,-81.38344398, 28.78504798,,,,
1730,Winter Springs,SEMINOLE,SHELTER,RISK,1112,No,Yes, , ,-81.29371998, 28.70651701,,,,
1731,Winter Springs,SEMINOLE,SHELTER,RISK,398,No,Yes, , ,-81.26541899, 28.70408500,,,,
1732,Sanford,SEMINOLE,SHELTER,RISK,575,No,Yes, , ,-81.33095600, 28.79477602,,,,
1733,Winter Springs,SEMINOLE,SHELTER,RISK,861,No,Yes, , ,-81.29371998, 28.70651701,,,,
1734,Sanford,SEMINOLE,SHELTER,RISK,213,No,Yes, , ,-81.28404237, 28.77575940,,,,
1735,Lake Mary,SEMINOLE,SHELTER,RISK,644,No,Yes, , ,-81.38344398, 28.78504798,,,,
1736,Oviedo,SEMINOLE,SHELTER,RISK,831,No,Yes, , ,-81.17794000, 28.62474899,,,,
1737,Sanford,SEMINOLE,SHELTER,RISK,884,No,Yes, , ,-81.28404237, 28.77575940,,,,
1738,Oviedo,SEMINOLE,SHELTER,RISK,703, ,Yes, , ,-81.15573499, 28.65353999,,,,
1739,Oviedo,SEMINOLE,SHELTER,RISK,1095,No,Yes, , ,-81.20495596, 28.64203201,,,,
1740,Oviedo,SEMINOLE,SHELTER,RISK,794,No,Yes, , ,-81.17794000, 28.62474899,,,,
1741,Casselberry,SEMINOLE,SHELTER,RISK,334,No,Yes, , ,-81.33979396, 28.64762400,,,,
1742,Lake Mary,SEMINOLE,SHELTER,RISK,669,No,Yes, , ,-81.38344398, 28.78504798,,,,
1743,Altamonte Springs,SEMINOLE,SHELTER,RISK,529, ,Yes, , ,-81.43484701, 28.65667700,,,,
1744,Chuluota,SEMINOLE,SHELTER,RISK,1128,No,Yes, , ,-81.12788503, 28.64789700,,,,
1745,Altamonte Springs,SEMINOLE,SHELTER,RISK,415,No,Yes, , ,-81.42230701, 28.68084898,,,,
1746,Lake Mary,SEMINOLE,SHELTER,RISK,1090,No,Yes, , ,-81.34408902, 28.76173099,,,,
1747,Oviedo,SEMINOLE,SHELTER,RISK,776,No,Yes, , ,-81.17794000, 28.62474899,,,,
1748,Longwood,SEMINOLE,SHELTER,RISK,342,No,Yes, ,Yes,-81.34410503, 28.68723800,-81.34410503, 28.68723800,,
1749,Oviedo,SEMINOLE,SHELTER,RISK,1038,No,Yes, , ,-81.20495596, 28.64203201,,,,
1750,Oviedo,SEMINOLE,SHELTER,RISK,280,No,Yes, , ,-81.17794000, 28.62474899,,,,
1751,Altamonte Springs,SEMINOLE,SHELTER,RISK,241, ,Yes, , ,-81.43484701, 28.65667700,,,,
1752,Oviedo,SEMINOLE,SHELTER,RISK,2004,No,Yes, , ,-81.21916496, 28.67380299,,,,
1753,Sanford,SEMINOLE,SHELTER,RISK,1995,No,Yes, , ,-81.24060201, 28.78858100,,,,
1754,Oviedo,SEMINOLE,SHELTER,RISK,931,No,Yes, , ,-81.17794000, 28.62474899,,,,
1755,Longwood,SEMINOLE,SHELTER,RISK,441,No,Yes, ,Yes,-81.34410503, 28.68723800,-81.34410503, 28.68723800,,
1756,Oviedo,SEMINOLE,SHELTER,RISK,796,No,Yes, , ,-81.15573499, 28.65353999,,,,
1757,Winter Springs,SEMINOLE,SHELTER,RISK,626,No,Yes, , ,-81.26541899, 28.70408500,,,,
1758,Altamonte Springs,SEMINOLE,SHELTER,RISK,439,No,Yes, , ,-81.42230701, 28.68084898,,,,
1759,Wildwood,SUMTER,SHELTER,RISK,136,No,Yes, , ,-82.03949998, 28.85780001,,,,
1760,Webster,SUMTER,SHELTER,RISK,83,No,Yes, , ,-82.05334001, 28.60534999,,,,
1761,The Villages,SUMTER,SHELTER,RISK,671,No,Yes, , ,-82.02027207, 28.92423679,,,,
1762,Wildwood,SUMTER,SHELTER,RISK,307,No,Yes, , ,-82.03203003, 28.85634998,,,,
1763,Bushnell,SUMTER,SHELTER,RISK,389,No,Yes, ,Yes,-82.05484721, 28.64444520,-82.05484721, 28.64444520,,
1764,Bushnell,SUMTER,SHELTER,RISK,336,No,Yes, ,Yes,-82.11734737, 28.65325818,-82.11734737, 28.65325818,,
1765,The Villages,SUMTER,SHELTER,RISK,402,No,Yes, , ,-82.02777001, 28.92540999,,,,
1766,Live Oak,SUWANNEE,SHELTER,RISK,1870,No,Yes, , ,-82.99095001, 30.27803999,,,,
1767,Live Oak,SUWANNEE,SHELTER,RISK,46,No,Yes, , ,-82.99230739, 30.28272394,,,,
1768,Branford,SUWANNEE,SHELTER,RISK,239,No,Yes, , ,-82.92572003, 29.96260999,,,,
1769,Branford,SUWANNEE,SHELTER,RISK,1940,No,Yes, , ,-82.91853003, 29.96390001,,,,
1770,Branford,SUWANNEE,SHELTER,RISK,356,No,Yes, , ,-82.92572003, 29.96260999,,,,
1771,Live Oak,SUWANNEE,SHELTER,RISK,356,No,Yes, , ,-82.99627105, 30.27753592,,,,
1772,Perry,TAYLOR,SHELTER,RISK,438,No,Yes, , ,-83.56469003, 30.11923000,,,,
1773,Perry,TAYLOR,SHELTER,RISK,796,No,Yes, , ,-83.56469003, 30.11923000,,,,
1774,Perry,TAYLOR,SHELTER,RISK,209,No,Yes, , ,-83.57294000, 30.12579999,,,,
1775,Perry,TAYLOR,SHELTER,RISK,401,No,Yes, , ,-83.56469003, 30.11923000,,,,
1776,Perry,TAYLOR,SHELTER,RISK,144,No,Yes, , ,-83.57294000, 30.12579999,,,,
1777,Perry,TAYLOR,SHELTER,RISK,467,No,Yes, , ,-83.56469003, 30.11923000,,,,
1778,Perry,TAYLOR,SHELTER,RISK,276,No,Yes, , ,-83.56469003, 30.11923000,,,,
1779,Perry,TAYLOR,SHELTER,RISK,268,No,Yes, , ,-83.57294000, 30.12579999,,,,
1780,Perry,TAYLOR,SHELTER,RISK,250,No,Yes, , ,-83.56469003, 30.11923000,,,,
1781,Perry,TAYLOR,SHELTER,RISK,2530,No,Yes, , ,-83.57294000, 30.12579999,,,,
1782,Perry,TAYLOR,SHELTER,RISK,875,No,Yes, , ,-83.56469003, 30.11923000,,,,
1783,Lake Butler,UNION,SHELTER,RISK,391,No,Yes, , ,-82.33933459, 30.01799097,,,,
1784,Lake Butler,UNION,SHELTER,RISK,391,No,Yes, , ,-82.33933459, 30.01799097,,,,
1785,Lake Butler,UNION,SHELTER,RISK,391,No,Yes, , ,-82.33933459, 30.01799097,,,,
1786,Lake Butler,UNION,SHELTER,RISK,144,No,Yes, , ,-82.34817326, 30.01771120,,,,
1787,Lake Butler,UNION,SHELTER,RISK,144,No,Yes, , ,-82.34817326, 30.01771120,,,,
1788,Lake Butler,UNION,SHELTER,RISK,144,No,Yes, , ,-82.34817326, 30.01771120,,,,
1789,Deltona,VOLUSIA,SHELTER,RISK,331,No,Yes, , ,-81.17547899, 28.88146501,,,,
1790,DeLand,VOLUSIA,SHELTER,RISK,373,No,Yes, , ,-81.28515200, 29.04179200,,,,
1791,Deltona,VOLUSIA,SHELTER,RISK,323,No,Yes, , ,-81.24559604, 28.94662199,,,,
1792,Deltona,VOLUSIA,SHELTER,RISK,99,No,Yes, , ,-81.21742496, 28.92138898,,,,
1793,Ormond Beach,VOLUSIA,SHELTER,RISK,325,No,Yes, , ,-81.09412599, 29.23996199,,,,
1794,Daytona Beach,VOLUSIA,SHELTER,RISK,275,No,Yes, , ,-81.07428201, 29.19849998,,,,
1795,Orange City,VOLUSIA,SHELTER,RISK,355,No,Yes, , ,-81.30900698, 28.93878001,,,,
1796,Orange City,VOLUSIA,SHELTER,RISK,338,No,Yes, , ,-81.31296902, 28.93185002,,,,
1797,Deltona,VOLUSIA,SHELTER,RISK,101,No,Yes, , ,-81.22138701, 28.92903998,,,,
1798,Deltona,VOLUSIA,SHELTER,RISK,128,No,Yes, , ,-81.23032496, 28.93234401,,,,
1799,Deltona,VOLUSIA,SHELTER,RISK,212,No,Yes, , ,-81.16156796, 28.89534301,,,,
1800,Deltona,VOLUSIA,SHELTER,RISK,212,No,Yes, , ,-81.24559604, 28.94662199,,,,
1801,Daytona Beach,VOLUSIA,SHELTER,RISK,173,No,Yes, , ,-81.07428201, 29.19849998,,,,
1802,Port Orange,VOLUSIA,SHELTER,RISK,475,E,Yes, , ,-81.04172703, 29.06616700,,,,
1803,Deltona,VOLUSIA,SHELTER,RISK,245,No,Yes, , ,-81.18857001, 28.93412399,,,,
1804,Deltona,VOLUSIA,SHELTER,RISK,245,No,Yes, , ,-81.17547899, 28.88146501,,,,
1805,Deltona,VOLUSIA,SHELTER,RISK,245,No,Yes, , ,-81.23032496, 28.93234401,,,,
1806,Orange City,VOLUSIA,SHELTER,RISK,185,No,Yes, ,Yes,-81.30900698, 28.93878001,-81.30900698, 28.93878001,,
1807,Ormond Beach,VOLUSIA,SHELTER,RISK,485,No,Yes, , ,-81.09412599, 29.23996199,,,,
1808,Daytona Beach,VOLUSIA,SHELTER,RISK,216,No,Yes, , ,-81.07428201, 29.19849998,,,,
1809,Pierson,VOLUSIA,SHELTER,RISK,544,No,Yes, , ,-81.46135704, 29.24584998,,,,
1810,Daytona Beach,VOLUSIA,SHELTER,RISK,1673,No,Yes, , ,-81.05137100, 29.19756900,,,,
1811,Port Orange,VOLUSIA,SHELTER,RISK,482,E,Yes, , ,-81.04172703, 29.06616700,,,,
1812,Port Orange,VOLUSIA,SHELTER,RISK,373,No,Yes, , ,-81.01740099, 29.11627498,,,,
1813,Daytona Beach,VOLUSIA,SHELTER,RISK,125,No,Yes, , ,-81.07428201, 29.19849998,,,,
1814,DeLand,VOLUSIA,SHELTER,RISK,446,No,Yes, , ,-81.27169502, 28.99454900,,,,
1815,Lake Helen,VOLUSIA,SHELTER,RISK,263,No,Yes, , ,-81.22636904, 28.97137098,,,,
1816,Port Orange,VOLUSIA,SHELTER,RISK,144,E,Yes, , ,-81.04172703, 29.06616700,,,,
1817,Orange City,VOLUSIA,SHELTER,RISK,425,No,Yes, , ,-81.30900698, 28.93878001,,,,
1818,DeLand,VOLUSIA,SHELTER,RISK,574,No,Yes, , ,-81.28515200, 29.04179200,,,,
1819,Port Orange,VOLUSIA,SHELTER,RISK,415,No,Yes, , ,-81.09412599, 29.23996199,,,,
1820,Daytona Beach,VOLUSIA,SHELTER,RISK,84,No,Yes, , ,-81.07428201, 29.19849998,,,,
1821,DeLand,VOLUSIA,SHELTER,RISK,145,No,Yes, , ,-81.24313100, 29.01198902,,,,
1822,Ormond Beach,VOLUSIA,SHELTER,RISK,486,No,Yes, , ,-81.09412599, 29.23996199,,,,
1823,Deltona,VOLUSIA,SHELTER,RISK,220,No,Yes, , ,-81.24559604, 28.94662199,,,,
1824,Deltona,VOLUSIA,SHELTER,RISK,220,No,Yes, , ,-81.25065602, 28.89214800,,,,
1825,Deltona,VOLUSIA,SHELTER,RISK,191,No,Yes, , ,-81.24330199, 28.90591901,,,,
1826,DeLand,VOLUSIA,SHELTER,RISK,581,No,Yes, , ,-81.28515200, 29.04179200,,,,
1827,Deltona,VOLUSIA,SHELTER,RISK,437,No,Yes, , ,-81.17226201, 28.89192500,,,,
1828,Ormond Beach,VOLUSIA,SHELTER,RISK,238,No,Yes, , ,-81.13515700, 29.27261298,,,,
1829,Daytona Beach,VOLUSIA,SHELTER,RISK,204,No,Yes, , ,-81.13680698, 29.20729700,,,,
1830,DeLand,VOLUSIA,SHELTER,RISK,353,No,Yes, , ,-81.27169502, 28.99454900,,,,
1831,Deland,VOLUSIA,SHELTER,RISK,346,No,Yes, , ,-81.31441398, 29.00670201,,,,
1832,Deltona,VOLUSIA,SHELTER,RISK,470,No,Yes, , ,-81.17226201, 28.89192500,,,,
1833,Osteen,VOLUSIA,SHELTER,RISK,130,No,Yes, , ,-81.17561704, 28.85477901,,,,
1834,Port Orange,VOLUSIA,SHELTER,RISK,440,E,Yes, , ,-81.04172703, 29.06616700,,,,
1835,Deland,VOLUSIA,SHELTER,RISK,425,No,Yes, ,Yes,-81.22254203, 29.01376598,-81.22254203, 29.01376598,,
1836,Deltona,VOLUSIA,SHELTER,RISK,163,No,Yes, , ,-81.24330199, 28.90591901,,,,
1837,DeLand,VOLUSIA,SHELTER,RISK,687,No,Yes, , ,-81.28515200, 29.04179200,,,,
1838,Ormond Beach,VOLUSIA,SHELTER,RISK,173,No,Yes, , ,-81.09412599, 29.23996199,,,,
1839,Deltona,VOLUSIA,SHELTER,RISK,353,No,Yes, , ,-81.18857001, 28.93412399,,,,
1840,Deltona,VOLUSIA,SHELTER,RISK,353,No,Yes, , ,-81.24330199, 28.90591901,,,,
1841,Deltona,VOLUSIA,SHELTER,RISK,469,No,Yes, , ,-81.17226201, 28.89192500,,,,
1842,Orange City,VOLUSIA,SHELTER,RISK,484,No,Yes, , ,-81.31171702, 28.93989199,,,,
1843,Port Orange,VOLUSIA,SHELTER,RISK,510,E,Yes, , ,-81.04172703, 29.06616700,,,,
1844,Daytona Beach,VOLUSIA,SHELTER,RISK,182,No,Yes, , ,-81.07428201, 29.19849998,,,,
1845,Lake Helen,VOLUSIA,SHELTER,RISK,272,No,Yes, , ,-81.22636904, 28.97137098,,,,
1846,Ormond Beach,VOLUSIA,SHELTER,RISK,251,No,Yes, ,Yes,-81.11411700, 29.27520299,-81.11411700, 29.27520299,,
1847,Deltona,VOLUSIA,SHELTER,RISK,274,No,Yes, , ,-81.25065602, 28.89214800,,,,
1848,Deltona,VOLUSIA,SHELTER,RISK,238,No,Yes, , ,-81.22878403, 28.87277298,,,,
1849,Pierson,VOLUSIA,SHELTER,RISK,171,No,Yes, , ,-81.46135704, 29.24584998,,,,
1850,Deltona,VOLUSIA,SHELTER,RISK,248,No,Yes, , ,-81.16285802, 28.88749999,,,,
1851,DeLand,VOLUSIA,SHELTER,RISK,202,No,Yes, ,Yes,-81.33584097, 29.04012199,-81.33584097, 29.04012199,,
1852,Daytona Beach,VOLUSIA,SHELTER,RISK,208,No,Yes, , ,-81.05137100, 29.19756900,,,,
1853,DeLand,VOLUSIA,SHELTER,RISK,546,No,Yes, , ,-81.29753903, 29.00426602,,,,
1854,Deltona,VOLUSIA,SHELTER,RISK,425,No,Yes, , ,-81.24330199, 28.90591901,,,,
1855,Daytona Beach,VOLUSIA,SHELTER,RISK,113,No,Yes, , ,-81.07428201, 29.19849998,,,,
1856,Daytona Beach,VOLUSIA,SHELTER,RISK,130,No,Yes, , ,-81.07428201, 29.19849998,,,,
1857,Crawfordville,WAKULLA,SHELTER,RISK,107,C,Yes, , ,-84.39221999, 30.18225001,,,,
1858,Crawfordville,WAKULLA,SHELTER,RISK,70,C,Yes, , ,-84.39221999, 30.18225001,,,,
1859,Crawfordville,WAKULLA,SHELTER,RISK,84,C,Yes, , ,-84.39221999, 30.18225001,,,,
1860,Crawfordville,WAKULLA,SHELTER,RISK,74,C,Yes, , ,-84.39221999, 30.18225001,,,,
1861,Crawfordville,WAKULLA,SHELTER,RISK,88,C,Yes, , ,-84.39221999, 30.18225001,,,,
1862,DeFuniak Springs,WALTON,SHELTER,RISK,91,No,Yes, , ,-86.33210170, 30.74001073,,,,
1863,Freeport,WALTON,SHELTER,RISK,1441,No,Yes, , ,-86.11786388, 30.54479458,,,,
1864,DeFuniak Springs,WALTON,SHELTER,RISK,296,No,Yes, , ,-86.33204047, 30.74002186,,,,
1865,DeFuniak Springs,WALTON,SHELTER,RISK,285,No,Yes, , ,-86.12377702, 30.74155702,,,,
1866,DeFuniak Springs,WALTON,SHELTER,RISK,798,No,Yes, , ,-86.33195551, 30.73990256,,,,
1867,DeFuniak Springs,WALTON,SHELTER,RISK,626,No,Yes, , ,-86.12377702, 30.74155702,,,,
1868,DeFuniak Springs,WALTON,SHELTER,RISK,401,No,Yes, , ,-86.13311203, 30.72852299,,,,
1869,Laurel Hill,WALTON,SHELTER,RISK,199,No,Yes, , ,-86.30472697, 30.97383100,,,,
1870,DeFuniak Springs,WALTON,SHELTER,RISK,337,No,Yes, , ,-86.33201675, 30.73989142,,,,
1871,Freeport,WALTON,SHELTER,RISK,1513,No,Yes, , ,-86.11786388, 30.54479458,,,,
1872,DeFuniak Springs,WALTON,SHELTER,RISK,52,No,Yes, , ,-86.33074297, 30.74354801,,,,
1873,Santa Rosa Beach,WALTON,SHELTER,RISK,953,C,Yes, , ,-86.18025604, 30.37899101,,,,
1874,DeFuniak Springs,WALTON,SHELTER,RISK,677,No,Yes, , ,-86.12377702, 30.74155702,,,,
1875,Santa Rosa Beach,WALTON,SHELTER,RISK,1506,C,Yes, , ,-86.18025604, 30.37899101,,,,
1876,DeFuniak Springs,WALTON,SHELTER,RISK,156,No,Yes, , ,-86.12377702, 30.74155702,,,,
1877,Laurel Hill,WALTON,SHELTER,RISK,287,No,Yes, , ,-86.30472697, 30.97383100,,,,
1878,Vernon,WASHINGTON,SHELTER,RISK,137,No,Yes, , ,-85.69135336, 30.60849389,,,,
1879,Vernon,WASHINGTON,SHELTER,RISK,167,No,Yes, , ,-85.69135336, 30.60849389,,,,
1880,Vernon,WASHINGTON,SHELTER,RISK,239,No,Yes, , ,-85.69135336, 30.60849389,,,,
1881,Chipley,WASHINGTON,SHELTER,RISK,427,No,Yes, , ,-85.55634700, 30.76465448,,,,
1882,Chipley,WASHINGTON,SHELTER,RISK,552,No,Yes, , ,-85.55720923, 30.76466276,,,,
1883,Vernon,WASHINGTON,SHELTER,RISK,388,No,Yes, , ,-85.69324541, 30.61050740,,,,
1884,Chipley,WASHINGTON,SHELTER,RISK,837,No,Yes, , ,-85.55720923, 30.76466276,,,,
1885,Vernon,WASHINGTON,SHELTER,RISK,352,No,Yes, , ,-85.69324541, 30.61050740,,,,
1886,Vernon,WASHINGTON,SHELTER,RISK,352,No,Yes, , ,-85.69324541, 30.61050740,,,,
1887,Vernon,WASHINGTON,SHELTER,RISK,507,No,Yes, , ,-85.69135336, 30.60849389,,,,
1888,Vernon,WASHINGTON,SHELTER,RISK,174,No,Yes, , ,-85.69135336, 30.60849389,,,,
1889,Chipley,WASHINGTON,SHELTER,RISK,171,No,Yes, , ,-85.55720923, 30.76466276,,,,
1890,Vernon,WASHINGTON,SHELTER,RISK,91,No,Yes, , ,-85.69135336, 30.60849389,,,,
1891,Chipley,WASHINGTON,SHELTER,RISK,220,No,Yes, , ,-85.55720923, 30.76466276,,,,
1892,Vernon,WASHINGTON,SHELTER,RISK,144,No,Yes, , ,-85.69135336, 30.60849389,,,,
1893,Vernon,WASHINGTON,SHELTER,RISK,157,No,Yes, , ,-85.69324541, 30.61050740,,,,
1894,Chipley,WASHINGTON,SHELTER,RISK,35,No,Yes, , ,-85.55634700, 30.76465448,,,,
1895,Vernon,WASHINGTON,SHELTER,RISK,301,No,Yes, , ,-85.69135336, 30.60849389,,,,
1896,Chipley,WASHINGTON,SHELTER,RISK,294,No,Yes, , ,-85.55634700, 30.76465448,,,,
1897,Chipley,WASHINGTON,SHELTER,RISK,182,No,Yes, , ,-85.55720923, 30.76466276,,,,
1898,Chipley,WASHINGTON,SHELTER,RISK,329,No,Yes, , ,-85.55720923, 30.76466276,,,,
1899,Chipley,WASHINGTON,SHELTER,RISK,145,No,Yes, , ,-85.55634700, 30.76465448,,,,
1900,Panama City,BAY,SHELTER,RISK,138,No, ,Yes,Yes,,,-85.68895471, 30.39417873,-85.68895471, 30.39417873
1901,Panama City,BAY,SHELTER,RISK,191,No, ,Yes,Yes,,,-85.68895471, 30.39417873,-85.68895471, 30.39417873
1902,Miramar,BROWARD,SHELTER,RISK,2272,No, , ,Yes,,,-80.37336144, 25.97113826,,
1903,Weston,BROWARD,SHELTER,RISK,1225,No, , ,Yes,,,-80.39379724, 26.06647550,,
1904,Coconut Creek,BROWARD,SHELTER,RISK,2698,No, , ,Yes,,,-80.18186316, 26.30973168,,
1905,Yulee,NASSAU,SHELTER,RISK,52,No, ,Yes,Yes,,,-81.64063203, 30.63262798,-81.64063203, 30.63262798
1906,Yulee,NASSAU,SHELTER,RISK,100,No, ,Yes,Yes,,,-81.64063203, 30.63262798,-81.64063203, 30.63262798
1907,Crestview,OKALOOSA,SHELTER,RISK,82,No, ,Yes,Yes,,,-86.56203002, 30.79409801,-86.56203002, 30.79409801
1908,Orlando,ORANGE,SHELTER,RISK,293,No, ,Yes,Yes,,,-81.50840011, 28.49799598,-81.50840011, 28.49799598
1909,Sanford,SEMINOLE,SHELTER,RISK,371,No, ,Yes,Yes,,,-81.33095600, 28.79477602,-81.33095600, 28.79477602
1910,Gainesville,ALACHUA,SHELTER,RISK,259,No, ,Yes, ,,,,,-82.40191101, 29.67851599
1911,Gainesville,ALACHUA,SHELTER,RISK,47,No, ,Yes, ,,,,,-82.35301702, 29.70770001
1912,Gainesville,ALACHUA,SHELTER,RISK,57,No, ,Yes, ,,,,,-82.37054501, 29.66503801
1913,Alachua,ALACHUA,SHELTER,RISK,115,No, ,Yes, ,,,,,-82.49239802, 29.79456302
1914,Gainesville,ALACHUA,SHELTER,RISK,69,No, ,Yes, ,,,,,-82.30691404, 29.68426199
1915,Macclenny,BAKER,SHELTER,RISK,79,No, ,Yes, ,,,,,-82.11875004, 30.28512999
1916,Starke,BRADFORD,SHELTER,RISK,66,No, ,Yes, ,,,,,-82.12257998, 29.95120000
1917,Starke,BRADFORD,SHELTER,RISK,96,No, ,Yes, ,,,,,-82.12257998, 29.95120000
1918,Melbourne,BREVARD,SHELTER,RISK,161,No, ,Yes, ,,,,,-80.67589438, 28.05723647
1919,Titusville,BREVARD,SHELTER,RISK,11,No, ,Yes, ,,,,,-80.85131902, 28.63631702
1920,Rockledge,BREVARD,SHELTER,RISK,190,No, ,Yes, ,,,,,-80.72239501, 28.34179495
1921,Titusville,BREVARD,SHELTER,RISK,35,No, ,Yes, ,,,,,-80.85131902, 28.63631702
1922,Melbourne,BREVARD,SHELTER,RISK,697,No, ,Yes, ,,,,,-80.72384897, 28.22133901
1923,Rockledge,BREVARD,SHELTER,RISK,79,No, ,Yes, ,,,,,-80.72239501, 28.34179495
1924,Micco,BREVARD,SHELTER,RISK,128,D, ,Yes, ,,,,,-80.50115848, 27.85847828
1925,Palm Bay,BREVARD,SHELTER,RISK,697,No, ,Yes, ,,,,,-80.62557903, 27.90895901
1926,Titusville,BREVARD,SHELTER,RISK,49,No, ,Yes, ,,,,,-80.85131902, 28.63631702
1927,Rockledge,BREVARD,SHELTER,RISK,49,No, ,Yes, ,,,,,-80.72239501, 28.34179495
1928,Titusville,BREVARD,SHELTER,RISK,36,No, ,Yes, ,,,,,-80.85131902, 28.63631702
1929,Rockledge,BREVARD,SHELTER,RISK,617,No, ,Yes, ,,,,,-80.71706801, 28.28030599
1930,Titusville,BREVARD,SHELTER,RISK,62,No, ,Yes, ,,,,,-80.85131902, 28.63631702
1931,Parkland,BROWARD,SHELTER,RISK,394,No, ,Yes, ,,,,,-80.27332000, 26.30460001
1932,Ft. Lauderdale,BROWARD,SHELTER,RISK,471,No, ,Yes, ,,,,,-80.19792103, 26.10059240
1933,Hollywood,BROWARD,SHELTER,RISK,398,No, ,Yes, ,,,,,-80.16181000, 25.99762999
1934,Davie,BROWARD,SHELTER,RISK,414,No, ,Yes, ,,,,,-80.28379796, 26.10354300
1935,Ft. Lauderdale,BROWARD,SHELTER,RISK,391,No, ,Yes, ,,,,,-80.18632730, 26.09205057
1936,Lecanto,CITRUS,SHELTER,RISK,79,No, ,Yes, ,,,,,-82.49719297, 28.81830498
1937,Inverness,CITRUS,SHELTER,RISK,132,No, ,Yes, ,,,,,-82.33776900, 28.83481201
1938,Orange Park,CLAY,SHELTER,RISK,276,No, ,Yes, ,,,,,-81.77655136, 30.11694400
1939,Green Cove Springs,CLAY,SHELTER,RISK,93,No, ,Yes, ,,,,,-81.80376298, 30.04474699
1940,Lake City,COLUMBIA,SHELTER,RISK,69,No, ,Yes, ,,,,,-82.69953999, 30.15302001
1941,Lake City,COLUMBIA,SHELTER,RISK,94,No, ,Yes, ,,,,,-82.69953999, 30.15302001
1942,Lake City,COLUMBIA,SHELTER,RISK,61,No, ,Yes, ,,,,,-82.69953999, 30.15302001
1943,Arcadia,DESOTO,SHELTER,RISK,117,No, ,Yes, ,,,,,-81.84244999, 27.22957999
1944,Arcadia,DESOTO,SHELTER,RISK,227,No, ,Yes, ,,,,,-81.83639051, 27.22380332
1945,Cross City,DIXIE,SHELTER,RISK,137,No, ,Yes, ,,,,,-83.10721686, 29.62371997
1946,Jacksonville,DUVAL,SHELTER,RISK,626,No, ,Yes, ,,,,,-81.50634598, 30.20280001
1947,Jacksonville,DUVAL,SHELTER,RISK,455,No, ,Yes, ,,,,,-81.51819397, 30.22312398
1948,Jacksonville,DUVAL,SHELTER,RISK,157,No, ,Yes, ,,,,,-81.49097902, 30.33278899
1949,Jacksonville,DUVAL,SHELTER,RISK,307,No, ,Yes, ,,,,,-81.58747098, 30.18900599
1950,Jacksonville,DUVAL,SHELTER,RISK,72,No, ,Yes, ,,,,,-81.49097902, 30.33278899
1951,Jacksonville,DUVAL,SHELTER,RISK,162,C, ,Yes, ,,,,,-81.72721701, 30.39392500
1952,Jacksonville,DUVAL,SHELTER,RISK,124,No, ,Yes, ,,,,,-81.49528396, 30.10892500
1953,Jacksonville,DUVAL,SHELTER,RISK,115,E, ,Yes, ,,,,,-81.62936902, 30.46661002
1954,Jacksonville,DUVAL,SHELTER,RISK,75,No, ,Yes, ,,,,,-81.49528396, 30.10892500
1955,Jacksonville,DUVAL,SHELTER,RISK,301,No, ,Yes, ,,,,,-81.48724798, 30.32335101
1956,Jacksonville,DUVAL,SHELTER,RISK,360,No, ,Yes, ,,,,,-81.82085603, 30.19984798
1957,Jacksonville,DUVAL,SHELTER,RISK,167,No, ,Yes, ,,,,,-81.82229302, 30.25247200
1958,Pensacola,ESCAMBIA,SHELTER,RISK,558,No, ,Yes, ,,,,,-87.20057003, 30.48083000
1959,Pensacola,ESCAMBIA,SHELTER,RISK,291,No, ,Yes, ,,,,,-87.29375841, 30.48647557
1960,Pensacola,ESCAMBIA,SHELTER,RISK,89,No, ,Yes, ,,,,,-87.29375841, 30.48647557
1961,Pensacola,ESCAMBIA,SHELTER,RISK,222,No, ,Yes, ,,,,,-87.29375841, 30.48647557
1962,Palm Coast,FLAGLER,SHELTER,RISK,340,No, ,Yes, ,,,,,-81.22087001, 29.50527001
1963,Palm Coast,FLAGLER,SHELTER,RISK,1615,No, ,Yes, ,,,,,-81.22291000, 29.53002001
1964,Palm Coast,FLAGLER,SHELTER,RISK,268,No, ,Yes, ,,,,,-81.22087001, 29.50527001
1965,Palm Coast,FLAGLER,SHELTER,RISK,123,No, ,Yes, ,,,,,-81.22087001, 29.50527001
1966,Bell,GILCHRIST,SHELTER,RISK,71,No, ,Yes, ,,,,,-82.85929998, 29.75151000
